w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,Lmt_uH
36.8,2.2,5.8,14.0,17.6,48.4,0.0,0.5,14.0,16.0,0.035,0.01,2.0,16.0,0.105,0.08,0.1,0.3,2.2,1.3,4.5,4.6,15.0,18.0,3.3,4.8,3.6,0.3,0.59,2.1,352.015925746635
46.4,7.0,11.8,11.6,22.4,26.8,0.0,0.51,14.0,19.0,0.175,0.04,2.0,29.0,0.175,0.05,0.1,0.43,2.3,2.0,5.0,3.6,16.0,18.0,2.7,1.8,0.8,3.1,1.2,3.0,786.813501210505
22.4,5.8,2.2,5.6,8.0,6.4,0.0,0.51,14.0,25.0,0.07,0.03,2.0,17.0,0.035,0.03,0.1,0.2,1.0,3.0,2.5,5.0,23.0,8.0,2.6,3.3,1.2,1.5,0.3,2.0,235.85244062063
16.4,2.2,7.0,11.6,11.6,42.4,0.0,0.51,14.0,33.0,0.07,0.06,2.0,33.0,0.035,0.01,0.1,0.43,1.3,2.3,3.1,4.7,7.0,14.0,3.5,1.7,4.8,3.9,0.89,1.6,157.948732664684
47.6,2.2,8.2,9.2,5.6,25.6,0.0,0.51,14.0,16.0,0.14,0.08,2.0,11.0,0.105,0.02,0.1,0.5,0.7,2.1,3.0,3.2,15.0,16.0,1.3,1.0,1.6,3.8,0.33,2.0,427.046161380143
10.4,2.2,11.8,8.0,11.6,37.6,0.0,0.51,14.0,25.0,0.175,0.08,2.0,30.0,0.175,0.07,0.1,0.37,0.8,2.6,2.5,3.6,8.0,2.0,3.3,0.9,1.8,1.9,0.37,2.2,96.364468390334
17.6,9.4,10.6,23.6,17.6,10.0,0.0,0.5,14.0,28.0,0.07,0.06,2.0,29.0,0.105,0.01,0.1,0.25,1.5,3.4,4.5,3.4,19.0,21.0,2.9,1.5,1.2,3.9,0.58,1.7,512.567860975321
21.2,5.8,10.6,5.6,16.4,49.6,0.0,0.5,14.0,34.0,0.07,0.07,2.0,26.0,0.14,0.1,0.1,0.42,1.0,0.9,4.5,4.9,0.0,4.0,3.4,4.1,0.7,2.4,0.69,2.5,208.707849601472
52.4,4.6,13.0,26.0,24.8,47.2,0.0,0.5,14.0,28.0,0.175,0.06,2.0,22.0,0.175,0.02,0.1,0.35,1.9,2.4,4.9,4.9,5.0,25.0,1.2,2.3,1.2,4.8,0.46,2.9,927.345568408081
10.4,2.2,8.2,12.8,22.4,24.4,0.0,0.51,14.0,19.0,0.105,0.07,2.0,11.0,0.175,0.02,0.1,0.46,1.9,1.5,5.0,4.7,30.0,13.0,4.2,0.4,3.0,3.2,1.37,2.9,117.027066125381
9.2,8.2,3.4,10.4,24.8,36.4,0.0,0.51,14.0,32.0,0.14,0.1,2.0,16.0,0.14,0.09,0.1,0.43,2.1,2.6,4.1,4.0,15.0,10.0,4.8,3.2,2.5,3.4,0.39,3.7,140.348513922237
29.6,5.8,7.0,12.8,12.8,32.8,0.0,0.51,14.0,33.0,0.175,0.06,2.0,7.0,0.07,0.06,0.1,0.22,1.4,4.2,3.7,3.5,20.0,22.0,4.1,0.7,3.7,3.0,1.26,1.8,473.700033311087
47.6,4.6,2.2,22.4,10.4,34.0,0.0,0.5,14.0,16.0,0.07,0.05,2.0,10.0,0.14,0.09,0.1,0.38,1.0,2.1,3.5,3.0,28.0,11.0,0.7,2.7,1.3,2.9,0.47,1.0,821.162582675284
24.8,2.2,5.8,17.6,17.6,29.2,0.0,0.5,14.0,25.0,0.07,0.07,2.0,28.0,0.105,0.03,0.1,0.48,1.0,1.1,4.5,3.6,13.0,6.0,2.2,4.6,3.6,3.2,0.37,3.0,277.006922750318
34.4,13.0,3.4,14.0,23.6,41.2,0.0,0.51,14.0,32.0,0.105,0.05,2.0,7.0,0.105,0.02,0.1,0.3,2.1,3.3,4.9,3.8,5.0,20.0,4.8,2.0,3.5,3.4,0.21,2.9,672.498683267969
26.0,7.0,5.8,14.0,16.4,26.8,0.0,0.5,14.0,35.0,0.14,0.04,2.0,18.0,0.175,0.02,0.1,0.5,1.5,1.7,3.8,4.2,16.0,3.0,3.6,1.8,0.7,2.0,1.14,1.6,482.69335922352
45.2,2.2,5.8,23.6,26.0,47.2,0.0,0.5,14.0,29.0,0.175,0.1,2.0,19.0,0.14,0.1,0.1,0.26,2.5,2.8,4.8,4.3,13.0,0.0,4.8,4.3,4.0,2.4,1.07,3.5,506.572952332345
52.4,8.2,10.6,24.8,16.4,44.8,0.0,0.51,14.0,28.0,0.07,0.03,2.0,33.0,0.14,0.07,0.1,0.19,0.8,3.5,3.1,3.0,30.0,29.0,3.1,2.4,4.7,4.1,0.54,2.6,1327.77395636416
34.4,3.4,3.4,12.8,9.2,53.2,0.0,0.5,14.0,35.0,0.14,0.05,2.0,30.0,0.105,0.08,0.1,0.19,0.5,3.2,4.6,1.5,26.0,24.0,3.7,3.4,2.5,3.7,0.4,1.4,404.124798405007
10.4,9.4,9.4,14.0,22.4,17.2,0.0,0.51,14.0,21.0,0.14,0.06,2.0,35.0,0.175,0.09,0.1,0.46,2.8,1.0,4.6,4.1,10.0,24.0,3.9,4.1,1.8,0.9,0.9,3.2,226.581768196863
48.8,13.0,10.6,16.4,9.2,35.2,0.0,0.51,14.0,27.0,0.14,0.04,2.0,35.0,0.175,0.07,0.1,0.47,0.8,0.9,3.7,3.2,5.0,12.0,3.5,1.2,2.6,3.3,0.47,2.1,1257.49465645328
45.2,13.0,2.2,21.2,10.4,23.2,0.0,0.51,14.0,34.0,0.14,0.07,2.0,19.0,0.175,0.08,0.1,0.3,0.8,1.7,2.7,2.9,0.0,11.0,4.6,3.6,1.4,2.3,0.35,1.1,1193.30309505426
45.2,7.0,11.8,8.0,22.4,30.4,0.0,0.51,14.0,30.0,0.14,0.03,2.0,28.0,0.07,0.05,0.1,0.08,2.7,3.3,4.0,4.5,21.0,0.0,0.5,0.6,1.1,3.4,0.44,3.6,597.530468677156
11.6,3.4,3.4,8.0,17.6,41.2,0.0,0.5,14.0,22.0,0.14,0.07,2.0,27.0,0.175,0.09,0.1,0.35,1.8,1.2,3.4,2.7,12.0,7.0,2.8,4.3,1.2,3.1,0.46,2.4,116.08504492727
45.2,3.4,7.0,10.4,17.6,13.6,0.0,0.51,14.0,14.0,0.175,0.04,2.0,21.0,0.07,0.07,0.1,0.1,1.3,0.9,3.8,2.7,10.0,7.0,0.3,0.5,2.0,4.8,0.21,1.9,544.720082629845
46.4,4.6,5.8,11.6,3.2,17.2,0.0,0.51,14.0,27.0,0.175,0.08,2.0,22.0,0.105,0.03,0.1,0.41,0.3,0.3,2.0,2.6,27.0,23.0,2.6,5.0,0.4,1.9,0.23,1.0,671.905633880795
21.2,3.4,1.0,9.2,10.4,20.8,0.0,0.51,14.0,20.0,0.14,0.07,2.0,16.0,0.105,0.09,0.1,0.13,0.9,2.3,3.6,3.1,26.0,10.0,1.4,3.7,0.2,4.2,0.76,1.4,211.427382491352
48.8,3.4,9.4,8.0,15.2,18.4,0.0,0.51,14.0,29.0,0.175,0.07,2.0,7.0,0.175,0.1,0.1,0.43,1.9,1.6,4.2,3.2,9.0,7.0,2.0,2.1,1.8,2.8,0.82,2.3,518.919535786361
44.0,3.4,2.2,4.4,14.0,31.6,0.0,0.51,14.0,28.0,0.105,0.07,2.0,22.0,0.07,0.02,0.1,0.25,1.6,3.6,4.0,4.9,14.0,5.0,4.3,4.4,1.3,3.0,0.73,1.6,311.819036349329
21.2,2.2,13.0,22.4,9.2,10.0,0.0,0.51,14.0,20.0,0.175,0.03,2.0,10.0,0.175,0.1,0.1,0.18,0.6,1.8,4.3,4.4,3.0,29.0,3.1,1.6,3.1,4.8,0.23,2.9,268.013060679886
46.4,8.2,8.2,10.4,24.8,41.2,0.0,0.51,14.0,10.0,0.035,0.03,2.0,21.0,0.14,0.06,0.1,0.42,2.6,0.9,4.9,3.6,7.0,21.0,1.9,3.3,4.4,2.5,0.17,3.3,725.781346758349
15.2,7.0,5.8,15.2,17.6,16.0,0.0,0.51,14.0,26.0,0.175,0.01,2.0,27.0,0.07,0.05,0.1,0.46,1.5,1.7,4.6,2.5,20.0,6.0,4.7,1.9,4.2,3.1,0.67,1.7,303.740575681513
9.2,3.4,8.2,14.0,11.6,42.4,0.0,0.51,14.0,27.0,0.175,0.04,2.0,14.0,0.175,0.05,0.1,0.22,1.5,2.2,3.4,2.7,23.0,0.0,4.9,0.7,4.6,3.1,0.64,1.5,119.943388247327
50.0,3.4,5.8,11.6,24.8,11.2,0.0,0.5,14.0,30.0,0.035,0.03,2.0,17.0,0.035,0.03,0.1,0.47,2.8,3.6,4.9,3.2,28.0,1.0,3.5,4.0,2.0,1.2,2.23,3.1,605.955431055162
38.0,10.6,8.2,20.0,23.6,31.6,0.0,0.5,14.0,28.0,0.14,0.01,2.0,17.0,0.105,0.1,0.1,0.47,1.2,0.6,4.5,3.5,29.0,11.0,1.0,0.9,1.9,3.4,0.59,2.9,956.809075360503
38.0,4.6,13.0,8.0,12.8,24.4,0.0,0.5,14.0,20.0,0.175,0.03,2.0,14.0,0.14,0.1,0.1,0.33,1.5,1.9,2.8,4.0,9.0,20.0,4.5,3.9,0.9,3.6,0.24,1.7,450.768739544297
33.2,5.8,4.6,4.4,10.4,22.0,0.0,0.5,14.0,9.0,0.14,0.03,2.0,31.0,0.14,0.03,0.1,0.45,0.6,0.4,3.2,2.9,5.0,19.0,2.7,2.5,3.6,1.7,0.23,2.0,288.350804834566
15.2,4.6,9.4,4.4,10.4,50.8,0.0,0.5,14.0,14.0,0.105,0.08,2.0,33.0,0.175,0.05,0.1,0.47,0.9,1.2,2.5,1.8,5.0,11.0,5.0,2.5,0.7,1.4,0.42,1.3,118.600206065592
30.8,13.0,13.0,12.8,15.2,19.6,0.0,0.51,14.0,22.0,0.14,0.03,2.0,13.0,0.07,0.01,0.1,0.32,0.7,0.8,4.8,4.1,30.0,28.0,4.1,0.2,4.6,4.4,0.48,2.9,697.935935988465
15.2,3.4,7.0,12.8,21.2,50.8,0.0,0.5,14.0,27.0,0.14,0.05,2.0,32.0,0.07,0.07,0.1,0.26,2.3,1.9,4.9,4.9,12.0,22.0,3.3,1.3,4.7,1.6,1.25,1.5,184.012801400765
52.4,3.4,13.0,5.6,12.8,12.4,0.0,0.51,14.0,22.0,0.14,0.05,2.0,31.0,0.14,0.02,0.1,0.5,1.1,0.9,4.9,4.3,25.0,29.0,2.7,4.2,4.9,0.9,0.88,2.3,493.97834258479
14.0,13.0,11.8,21.2,5.6,19.6,0.0,0.5,14.0,21.0,0.035,0.01,2.0,9.0,0.105,0.02,0.1,0.12,0.5,1.6,1.9,3.5,28.0,18.0,3.1,1.1,3.2,1.0,0.43,1.8,443.580055761446
36.8,10.6,13.0,4.4,3.2,30.4,0.0,0.5,14.0,8.0,0.105,0.06,2.0,33.0,0.14,0.04,0.1,0.16,0.4,0.4,1.7,2.9,8.0,17.0,4.0,4.7,2.9,4.7,0.12,1.3,351.348603307082
12.8,4.6,7.0,12.8,10.4,50.8,0.0,0.5,14.0,32.0,0.175,0.05,2.0,18.0,0.105,0.1,0.1,0.3,1.1,2.5,4.9,2.0,5.0,6.0,3.4,0.1,2.2,2.3,0.67,1.2,183.111277755954
32.0,7.0,7.0,3.2,11.6,43.6,0.0,0.5,14.0,29.0,0.07,0.02,2.0,10.0,0.105,0.02,0.1,0.35,1.1,2.4,5.0,4.9,8.0,30.0,2.6,4.0,3.4,3.2,0.84,3.9,215.984287692323
42.8,9.4,3.4,6.8,14.0,52.0,0.0,0.5,14.0,33.0,0.14,0.02,2.0,25.0,0.175,0.01,0.1,0.35,1.8,0.5,5.0,4.9,30.0,14.0,4.2,4.5,4.0,2.0,0.26,3.1,496.572149847097
52.4,2.2,5.8,20.0,26.0,20.8,0.0,0.51,14.0,25.0,0.175,0.07,2.0,26.0,0.175,0.05,0.1,0.43,2.1,2.8,4.3,4.9,9.0,4.0,4.0,4.4,4.8,3.4,1.9,4.2,592.728025527269
32.0,9.4,11.8,5.6,17.6,48.4,0.0,0.51,14.0,25.0,0.07,0.05,2.0,31.0,0.105,0.09,0.1,0.49,2.0,2.3,4.4,3.1,20.0,9.0,3.8,2.7,0.4,1.4,1.0,2.8,343.422933162656
10.4,4.6,4.6,14.0,3.2,12.4,0.0,0.5,14.0,21.0,0.175,0.1,2.0,12.0,0.14,0.08,0.1,0.35,0.4,2.8,1.9,2.0,14.0,17.0,1.5,1.5,5.0,0.3,0.22,1.1,170.35483855038
50.0,9.4,8.2,24.8,18.8,38.8,0.0,0.5,14.0,10.0,0.175,0.08,2.0,31.0,0.105,0.02,0.1,0.25,1.6,0.9,5.0,4.7,29.0,22.0,4.3,4.1,4.5,3.7,0.45,4.4,1325.9661598078
29.6,2.2,11.8,22.4,6.8,48.4,0.0,0.5,14.0,21.0,0.175,0.07,2.0,11.0,0.105,0.08,0.1,0.12,0.3,0.2,3.5,2.0,5.0,7.0,3.1,4.1,2.8,3.6,0.17,1.1,344.618131771924
9.2,8.2,10.6,10.4,17.6,14.8,0.0,0.5,14.0,30.0,0.175,0.09,2.0,9.0,0.14,0.04,0.1,0.24,1.7,1.5,4.5,4.4,6.0,28.0,3.4,1.5,3.9,4.8,0.19,2.4,168.476750955559
34.4,5.8,5.8,22.4,23.6,29.2,0.0,0.51,14.0,35.0,0.105,0.05,2.0,19.0,0.105,0.05,0.1,0.26,2.9,4.4,4.8,4.6,25.0,21.0,2.7,0.9,1.4,4.7,1.72,3.3,663.556406109821
11.6,5.8,11.8,8.0,15.2,34.0,0.0,0.5,14.0,33.0,0.07,0.04,2.0,7.0,0.07,0.04,0.1,0.14,1.3,3.1,3.8,3.0,22.0,16.0,3.3,0.2,4.4,2.0,1.29,2.4,150.162439856393
26.0,3.4,10.6,20.0,18.8,46.0,0.0,0.5,14.0,35.0,0.035,0.01,2.0,19.0,0.035,0.03,0.1,0.07,1.9,3.2,4.1,4.3,28.0,4.0,4.1,0.8,2.5,1.5,0.11,2.3,364.927799304189
24.8,5.8,4.6,26.0,5.6,28.0,0.0,0.51,14.0,32.0,0.105,0.05,2.0,35.0,0.105,0.04,0.1,0.46,0.3,1.9,1.6,4.3,15.0,4.0,0.2,5.0,0.8,2.2,0.17,1.0,560.168991072391
50.0,4.6,10.6,18.8,26.0,26.8,0.0,0.51,14.0,27.0,0.175,0.02,2.0,29.0,0.105,0.02,0.1,0.25,2.7,2.9,5.0,4.8,1.0,5.0,4.2,3.1,2.6,2.7,0.18,3.6,854.34760215133
51.2,4.6,3.4,23.6,9.2,46.0,0.0,0.5,14.0,32.0,0.14,0.03,2.0,16.0,0.035,0.02,0.1,0.16,1.0,4.2,1.8,4.0,11.0,13.0,3.5,0.3,5.0,3.3,0.7,1.7,860.950451262218
8.0,11.8,11.8,26.0,3.2,47.2,0.0,0.5,14.0,25.0,0.175,0.04,2.0,32.0,0.07,0.04,0.1,0.22,0.3,0.5,1.1,4.2,15.0,25.0,4.2,0.9,0.9,2.7,0.18,1.0,253.341775795327
6.8,13.0,10.6,16.4,11.6,28.0,0.0,0.51,14.0,30.0,0.07,0.03,2.0,15.0,0.14,0.05,0.1,0.39,0.9,1.0,3.0,4.9,12.0,23.0,4.8,2.9,2.4,4.4,0.19,2.2,182.174367759839
23.6,13.0,9.4,14.0,11.6,7.6,0.0,0.51,14.0,32.0,0.07,0.01,2.0,23.0,0.07,0.06,0.1,0.46,0.7,2.1,3.5,3.4,3.0,3.0,1.0,4.0,1.5,0.1,0.56,1.9,593.861058480376
45.2,10.6,9.4,11.6,21.2,37.6,0.0,0.51,14.0,33.0,0.105,0.03,2.0,15.0,0.105,0.08,0.1,0.36,2.4,4.1,4.7,4.3,20.0,6.0,1.8,1.3,4.6,0.8,0.27,4.2,830.785544575301
12.8,3.4,2.2,26.0,26.0,38.8,0.0,0.51,14.0,26.0,0.14,0.06,2.0,18.0,0.07,0.07,0.1,0.4,2.2,2.5,4.3,4.3,20.0,4.0,5.0,1.8,4.8,1.8,0.41,3.7,176.357889606351
29.6,8.2,10.6,14.0,8.0,12.4,0.0,0.51,14.0,29.0,0.175,0.02,2.0,10.0,0.14,0.04,0.1,0.36,0.5,2.2,3.9,4.8,0.0,10.0,0.7,3.7,0.8,1.4,0.47,3.3,623.594283119754
32.0,9.4,9.4,20.0,14.0,46.0,0.0,0.5,14.0,32.0,0.175,0.09,2.0,20.0,0.175,0.04,0.1,0.23,1.3,2.7,4.1,1.9,14.0,16.0,1.6,4.9,1.8,0.8,0.9,1.0,771.987799261554
40.4,13.0,8.2,9.2,15.2,10.0,0.0,0.5,14.0,21.0,0.105,0.08,2.0,31.0,0.14,0.05,0.1,0.34,1.3,1.9,4.7,3.5,19.0,2.0,3.7,4.1,0.8,0.8,0.91,2.8,747.895496223681
8.0,10.6,10.6,3.2,8.0,38.8,0.0,0.5,14.0,33.0,0.14,0.03,2.0,27.0,0.07,0.04,0.1,0.16,0.5,1.3,4.6,2.6,13.0,24.0,1.4,0.2,0.2,2.3,0.16,2.2,55.8841469294897
35.6,3.4,8.2,17.6,14.0,12.4,0.0,0.5,14.0,32.0,0.105,0.05,2.0,9.0,0.14,0.04,0.1,0.34,0.7,0.8,3.4,3.0,1.0,20.0,5.0,0.5,0.7,0.3,0.28,2.3,557.744491854738
22.4,7.0,2.2,22.4,23.6,19.6,0.0,0.5,14.0,28.0,0.14,0.03,2.0,34.0,0.07,0.02,0.1,0.32,1.6,3.4,4.5,4.8,6.0,20.0,0.1,0.4,3.6,1.0,1.58,4.2,425.293660135591
21.2,13.0,5.8,21.2,4.4,10.0,0.0,0.5,14.0,27.0,0.14,0.01,2.0,24.0,0.175,0.1,0.1,0.32,0.2,0.4,3.0,2.8,9.0,22.0,1.1,0.6,3.8,0.3,0.12,1.1,654.985170894088
14.0,11.8,11.8,18.8,20.0,13.6,0.0,0.5,14.0,31.0,0.105,0.02,2.0,7.0,0.14,0.01,0.1,0.12,2.4,3.7,4.9,2.0,13.0,25.0,3.4,2.3,0.6,4.6,0.8,1.8,386.373467508927
47.6,13.0,13.0,5.6,12.8,34.0,0.0,0.5,14.0,13.0,0.105,0.06,2.0,13.0,0.14,0.04,0.1,0.23,0.6,1.3,3.5,3.2,11.0,21.0,3.4,3.9,0.7,2.6,0.56,1.8,567.293214048945
26.0,4.6,10.6,9.2,26.0,36.4,0.0,0.51,14.0,24.0,0.035,0.03,2.0,25.0,0.175,0.08,0.1,0.45,2.4,1.3,4.2,4.8,8.0,9.0,3.9,3.3,4.5,2.6,0.94,3.8,326.125479627106
39.2,11.8,4.6,18.8,3.2,18.4,0.0,0.51,14.0,20.0,0.14,0.03,2.0,17.0,0.07,0.04,0.1,0.16,0.2,0.8,1.4,4.3,3.0,3.0,0.5,2.9,2.8,1.5,0.11,1.0,1087.0941277200402
17.6,10.6,8.2,17.6,15.2,25.6,0.0,0.51,14.0,29.0,0.175,0.06,2.0,26.0,0.105,0.09,0.1,0.17,1.4,1.5,3.8,4.4,2.0,28.0,2.0,1.0,1.3,3.5,0.51,1.9,442.001978133934
21.2,5.8,2.2,8.0,17.6,10.0,0.0,0.5,14.0,30.0,0.175,0.06,2.0,19.0,0.175,0.03,0.1,0.49,2.3,1.6,4.5,4.4,24.0,19.0,4.8,1.8,4.3,4.6,0.33,4.0,259.978207070672
28.4,7.0,9.4,21.2,6.8,29.2,0.0,0.5,14.0,27.0,0.07,0.04,2.0,5.0,0.14,0.08,0.1,0.25,0.4,2.6,2.1,2.1,2.0,15.0,2.4,3.6,2.1,1.7,0.17,1.0,652.002195050852
46.4,10.6,9.4,22.4,18.8,32.8,0.0,0.5,14.0,31.0,0.14,0.05,2.0,33.0,0.105,0.01,0.1,0.33,1.7,4.2,4.3,2.5,27.0,16.0,3.7,4.9,1.7,2.8,0.62,2.2,1273.56844360697
46.4,7.0,3.4,15.2,10.4,19.6,0.0,0.5,14.0,20.0,0.175,0.05,2.0,29.0,0.07,0.04,0.1,0.15,1.0,1.5,3.3,2.5,19.0,5.0,3.8,0.6,0.3,3.5,0.48,2.0,907.320048385941
16.4,10.6,5.8,22.4,23.6,19.6,0.0,0.5,14.0,19.0,0.105,0.09,2.0,24.0,0.035,0.01,0.1,0.16,1.5,1.0,4.0,5.0,11.0,12.0,1.6,4.8,3.5,2.1,0.64,3.4,439.775804352808
26.0,3.4,2.2,12.8,4.4,10.0,0.0,0.51,14.0,25.0,0.14,0.08,2.0,7.0,0.07,0.04,0.1,0.39,0.4,1.8,1.9,3.0,13.0,16.0,0.1,1.5,1.3,0.8,0.3,1.2,342.112528847621
9.2,7.0,7.0,15.2,11.6,11.2,0.0,0.5,14.0,24.0,0.14,0.02,2.0,12.0,0.105,0.1,0.1,0.34,0.8,2.9,3.1,3.1,15.0,17.0,1.3,4.3,1.3,4.1,0.2,1.1,187.751461388528
21.2,11.8,3.4,11.6,21.2,18.4,0.0,0.51,14.0,24.0,0.105,0.07,2.0,9.0,0.14,0.04,0.1,0.32,2.4,2.7,4.7,3.2,30.0,1.0,1.6,2.2,1.7,4.3,1.15,2.4,389.64136678827
42.8,13.0,8.2,17.6,14.0,12.4,0.0,0.5,14.0,18.0,0.14,0.03,2.0,5.0,0.035,0.03,0.1,0.34,1.1,0.5,3.7,3.4,5.0,3.0,0.9,0.8,1.3,2.2,0.43,1.3,1197.94473971709
45.2,4.6,7.0,22.4,18.8,20.8,0.0,0.5,14.0,15.0,0.105,0.02,2.0,19.0,0.14,0.06,0.1,0.26,1.7,1.8,3.7,3.3,12.0,16.0,3.3,1.9,1.1,3.6,1.01,2.1,821.919547522717
23.6,5.8,8.2,26.0,16.4,34.0,0.0,0.5,14.0,20.0,0.035,0.02,2.0,25.0,0.07,0.06,0.1,0.37,1.0,2.5,4.5,3.5,10.0,0.0,0.5,1.8,3.4,1.0,0.3,2.0,502.248177662507
46.4,1.0,4.6,16.4,6.8,50.8,0.0,0.51,14.0,11.0,0.105,0.1,2.0,34.0,0.175,0.1,0.1,0.38,0.8,0.5,2.5,3.3,0.0,27.0,1.7,2.3,2.9,2.6,0.1,1.7,286.439780632265
20.0,1.0,11.8,9.2,16.4,53.2,0.0,0.51,14.0,20.0,0.07,0.03,2.0,33.0,0.14,0.07,0.1,0.3,1.4,0.7,4.3,3.9,30.0,20.0,4.2,2.1,2.2,3.7,0.44,2.3,124.991991317323
46.4,2.2,1.0,12.8,11.6,12.4,0.0,0.5,14.0,15.0,0.175,0.04,2.0,20.0,0.105,0.05,0.1,0.21,1.2,0.3,4.4,4.5,1.0,30.0,1.5,3.7,2.1,2.7,0.28,3.4,432.446332580631
17.6,9.4,7.0,11.6,20.0,16.0,0.0,0.5,14.0,32.0,0.105,0.1,2.0,8.0,0.14,0.07,0.1,0.2,2.0,1.6,4.9,3.9,15.0,27.0,1.6,4.5,4.6,2.9,1.26,2.2,334.298311784511
35.6,11.8,5.8,18.8,16.4,50.8,0.0,0.51,14.0,19.0,0.175,0.08,2.0,31.0,0.175,0.09,0.1,0.3,0.9,1.2,4.7,3.9,24.0,26.0,3.2,2.3,0.2,4.5,0.3,1.9,855.513590088885
51.2,9.4,5.8,14.0,8.0,4.0,0.0,0.51,14.0,20.0,0.07,0.04,2.0,27.0,0.07,0.01,0.1,0.4,0.7,1.3,4.2,3.6,10.0,8.0,4.1,0.5,2.7,2.1,0.58,3.2,1138.00392427498
8.0,2.2,11.8,17.6,8.0,41.2,0.0,0.5,14.0,23.0,0.175,0.05,2.0,32.0,0.105,0.03,0.1,0.43,0.7,3.0,1.6,4.7,20.0,4.0,1.0,2.8,1.5,1.7,0.33,1.1,94.0296648768266
44.0,8.2,8.2,12.8,11.6,14.8,0.0,0.51,14.0,27.0,0.14,0.05,2.0,28.0,0.105,0.02,0.1,0.2,0.6,1.5,3.1,4.7,23.0,5.0,1.5,3.9,4.7,3.5,0.56,2.5,883.015939302882
35.6,13.0,2.2,22.4,14.0,22.0,0.0,0.5,14.0,20.0,0.07,0.03,2.0,28.0,0.105,0.09,0.1,0.16,1.9,2.7,4.8,3.8,5.0,15.0,0.5,3.3,1.2,3.2,0.1,1.2,896.448043702613
24.8,10.6,10.6,12.8,18.8,12.4,0.0,0.51,14.0,25.0,0.105,0.03,2.0,29.0,0.14,0.02,0.1,0.18,1.1,1.2,4.8,3.8,3.0,27.0,4.5,2.8,3.7,3.6,0.52,1.0,542.839349597988
10.4,8.2,5.8,8.0,20.0,52.0,0.0,0.5,14.0,29.0,0.105,0.01,2.0,22.0,0.105,0.05,0.1,0.25,2.3,3.4,4.5,4.3,10.0,27.0,3.0,1.3,2.2,2.8,1.11,3.7,134.864206851395
28.4,4.6,11.8,6.8,26.0,48.4,0.0,0.5,14.0,35.0,0.175,0.04,2.0,13.0,0.07,0.01,0.1,0.04,1.6,3.9,5.0,3.4,30.0,2.0,1.4,0.7,4.2,0.5,1.24,3.1,297.08288072646
21.2,13.0,8.2,20.0,22.4,52.0,0.0,0.5,14.0,35.0,0.105,0.02,2.0,15.0,0.07,0.03,0.1,0.3,1.8,3.8,4.8,4.4,23.0,6.0,1.0,3.9,2.2,2.2,1.6,2.9,550.544570910085
39.2,10.6,4.6,15.2,15.2,37.6,0.0,0.51,14.0,30.0,0.035,0.02,2.0,24.0,0.07,0.01,0.1,0.12,1.5,1.0,4.5,4.1,6.0,3.0,3.6,2.2,1.3,1.1,0.47,1.8,821.252662387737
17.6,13.0,4.6,9.2,9.2,52.0,0.0,0.51,14.0,31.0,0.14,0.08,2.0,17.0,0.14,0.09,0.1,0.18,1.0,1.4,4.3,4.5,4.0,2.0,3.6,3.2,0.6,3.9,0.46,1.6,286.258977548093
38.0,7.0,2.2,20.0,5.6,35.2,0.0,0.5,14.0,31.0,0.07,0.01,2.0,16.0,0.14,0.1,0.1,0.42,0.5,2.5,3.4,3.6,4.0,14.0,0.4,2.5,1.9,1.7,0.45,1.2,774.344087770787
26.0,2.2,7.0,10.4,5.6,26.8,0.0,0.5,14.0,35.0,0.175,0.01,2.0,34.0,0.175,0.05,0.1,0.16,0.4,4.1,3.6,3.7,16.0,10.0,4.4,2.2,1.5,0.9,0.29,1.3,243.246840653809
40.4,2.2,8.2,15.2,5.6,52.0,0.0,0.51,14.0,25.0,0.035,0.02,2.0,26.0,0.105,0.06,0.1,0.19,0.5,0.3,2.9,2.3,8.0,15.0,2.4,3.9,4.4,4.8,0.22,2.2,390.15424603651
32.0,5.8,5.8,23.6,8.0,41.2,0.0,0.51,14.0,26.0,0.14,0.06,2.0,14.0,0.035,0.02,0.1,0.12,0.8,1.8,2.4,4.9,16.0,27.0,2.9,4.2,4.3,4.6,0.13,1.7,652.874725060459
52.4,4.6,8.2,9.2,6.8,30.4,0.0,0.5,14.0,17.0,0.105,0.1,2.0,29.0,0.07,0.03,0.1,0.23,0.6,1.2,3.6,1.9,10.0,15.0,5.0,2.2,3.4,1.3,0.28,1.0,649.470329069997
39.2,11.8,5.8,6.8,20.0,6.4,0.0,0.5,14.0,13.0,0.175,0.07,2.0,23.0,0.105,0.02,0.1,0.49,2.2,0.6,3.8,4.5,11.0,15.0,0.7,0.6,2.2,0.8,0.15,2.6,554.582762838481
38.0,9.4,5.8,17.6,9.2,40.0,0.0,0.5,14.0,34.0,0.105,0.08,2.0,23.0,0.175,0.01,0.1,0.32,1.0,4.5,4.3,2.3,22.0,5.0,4.8,1.9,1.1,2.6,0.53,1.7,851.976679941082
