w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,totalloss_W
30.8,5.8,4.6,21.2,3.2,38.8,0.0,0.51,14.0,34.0,0.14,0.02,2.0,25.0,0.175,0.01,0.1,0.36,0.4,4.6,1.8,2.2,10.0,8.0,3.8,2.5,2.0,5.0,0.2,1.2,21.305952226998908
33.2,4.6,2.2,20.0,3.2,8.8,0.0,0.5,14.0,13.0,0.07,0.05,2.0,16.0,0.14,0.01,0.1,0.32,0.4,0.2,1.8,4.9,30.0,26.0,2.4,4.9,0.5,2.9,0.17,1.2,26.74227784776144
39.2,8.2,3.4,21.2,3.2,20.8,0.0,0.51,14.0,32.0,0.14,0.1,2.0,24.0,0.07,0.02,0.1,0.08,0.3,2.7,1.6,3.9,8.0,11.0,4.1,3.6,3.3,2.1,0.14,1.0,36.247339303320054
39.2,7.0,10.6,17.6,6.8,49.6,0.0,0.51,14.0,16.0,0.07,0.04,2.0,24.0,0.07,0.04,0.1,0.14,0.6,0.8,2.9,4.2,19.0,25.0,2.2,2.5,4.6,1.1,0.49,1.2,22.48772047789774
47.6,8.2,8.2,23.6,15.2,40.0,0.0,0.5,14.0,12.0,0.14,0.1,2.0,27.0,0.14,0.1,0.1,0.19,1.6,0.2,4.7,3.2,21.0,29.0,1.5,4.5,0.1,0.7,0.14,1.2,12.046173438794305
48.8,10.6,8.2,17.6,6.8,20.8,0.0,0.51,14.0,27.0,0.14,0.1,2.0,17.0,0.14,0.02,0.1,0.34,0.8,1.6,2.0,3.3,26.0,3.0,4.7,1.6,4.3,1.6,0.12,1.6,31.07662705740194
34.4,8.2,10.6,5.6,11.6,47.2,0.0,0.5,14.0,16.0,0.175,0.05,2.0,15.0,0.175,0.03,0.1,0.13,1.3,0.7,4.7,3.8,4.0,5.0,5.0,1.4,1.6,1.6,0.45,1.4,12.742904126219045
38.0,1.0,8.2,3.2,14.0,25.6,0.0,0.5,14.0,14.0,0.035,0.02,2.0,15.0,0.175,0.07,0.1,0.4,1.6,1.3,2.9,2.2,12.0,7.0,2.6,0.1,2.1,0.4,0.36,1.8,42.48003886273055
47.6,13.0,5.8,16.4,18.8,12.4,0.0,0.5,14.0,35.0,0.175,0.08,2.0,9.0,0.14,0.07,0.1,0.14,1.6,3.2,5.0,3.7,14.0,5.0,1.6,1.3,0.6,3.2,1.47,1.0,15.655096799437079
22.4,9.4,3.4,18.8,17.6,29.2,0.0,0.5,14.0,26.0,0.14,0.1,2.0,32.0,0.105,0.09,0.1,0.25,2.2,2.0,4.0,4.2,23.0,9.0,2.0,4.9,0.2,3.7,1.49,3.1,10.181009929038566
47.6,13.0,2.2,12.8,9.2,22.0,0.0,0.51,14.0,35.0,0.105,0.03,2.0,27.0,0.07,0.06,0.1,0.34,0.9,4.0,3.9,3.2,8.0,12.0,1.1,3.2,0.4,2.4,0.27,2.7,24.538378473716342
17.6,7.0,2.2,21.2,4.4,8.8,0.0,0.51,14.0,30.0,0.14,0.1,2.0,28.0,0.035,0.01,0.1,0.38,0.3,1.1,2.9,4.1,8.0,5.0,2.5,4.2,3.2,3.5,0.17,1.3,29.804061501273225
48.8,3.4,5.8,22.4,22.4,18.4,0.0,0.5,14.0,26.0,0.105,0.05,2.0,23.0,0.175,0.09,0.1,0.41,2.6,2.6,4.9,4.6,21.0,6.0,2.3,2.4,2.6,3.2,0.9,2.6,10.16222157799443
34.4,5.8,13.0,5.6,6.8,32.8,0.0,0.51,14.0,14.0,0.07,0.01,2.0,29.0,0.14,0.05,0.1,0.31,0.8,1.4,3.2,4.7,16.0,20.0,2.7,4.5,1.5,3.3,0.11,1.2,15.79210472438283
27.2,9.4,9.4,12.8,22.4,6.4,0.0,0.5,14.0,26.0,0.105,0.05,2.0,27.0,0.105,0.08,0.1,0.17,1.0,3.4,4.5,3.2,30.0,3.0,4.9,1.7,3.0,3.8,0.38,3.1,14.181106421986001
52.4,11.8,5.8,21.2,11.6,52.0,0.0,0.51,14.0,24.0,0.14,0.07,2.0,10.0,0.105,0.03,0.1,0.46,1.1,1.4,4.1,3.3,10.0,10.0,0.6,4.7,0.9,1.0,0.77,1.5,24.235947711774564
36.8,4.6,3.4,12.8,26.0,38.8,0.0,0.5,14.0,33.0,0.07,0.02,2.0,22.0,0.105,0.09,0.1,0.35,2.2,2.5,4.9,4.2,11.0,11.0,3.8,4.3,4.9,2.4,1.94,3.5,11.820024662650024
48.8,7.0,13.0,6.8,20.0,4.0,0.0,0.51,14.0,32.0,0.105,0.09,2.0,24.0,0.105,0.07,0.1,0.28,1.0,4.0,3.4,4.7,30.0,0.0,1.3,0.4,0.8,3.0,0.17,2.7,32.17226726678532
14.0,11.8,9.4,23.6,10.4,43.6,0.0,0.5,14.0,30.0,0.105,0.05,2.0,27.0,0.07,0.01,0.1,0.3,1.0,1.4,2.2,3.3,23.0,26.0,3.0,4.2,4.8,4.4,0.13,1.3,31.34162474411059
52.4,9.4,2.2,6.8,23.6,42.4,0.0,0.5,14.0,26.0,0.14,0.08,2.0,30.0,0.175,0.02,0.1,0.17,2.7,1.8,4.6,4.8,25.0,19.0,0.4,0.9,1.9,3.4,0.36,2.8,16.2819852941045
38.0,2.2,2.2,26.0,16.4,13.6,0.0,0.5,14.0,35.0,0.105,0.1,2.0,29.0,0.07,0.02,0.1,0.02,1.9,3.4,3.8,4.2,16.0,21.0,3.0,2.1,4.9,4.8,1.3,1.3,18.835284621905107
44.0,5.8,3.4,21.2,20.0,17.2,0.0,0.51,14.0,25.0,0.14,0.04,2.0,22.0,0.07,0.05,0.1,0.03,1.3,3.2,4.1,3.0,23.0,19.0,1.4,4.5,0.1,0.6,0.42,2.6,15.960273784146157
36.8,3.4,9.4,17.6,24.8,32.8,0.0,0.51,14.0,31.0,0.07,0.02,2.0,23.0,0.105,0.08,0.1,0.01,1.2,2.8,4.5,3.7,3.0,18.0,2.3,3.7,3.5,2.0,0.8,3.3,13.267689377712635
16.4,13.0,10.6,20.0,15.2,7.6,0.0,0.5,14.0,7.0,0.14,0.1,2.0,13.0,0.14,0.01,0.1,0.24,1.2,0.5,4.6,4.9,28.0,15.0,4.2,0.1,2.4,2.5,0.21,1.8,13.391796302868771
36.8,3.4,2.2,8.0,10.4,42.4,0.0,0.51,14.0,27.0,0.035,0.02,2.0,29.0,0.175,0.02,0.1,0.22,1.0,3.5,2.5,3.4,2.0,11.0,0.3,2.1,4.7,4.1,0.74,1.4,24.22606115938315
10.4,3.4,13.0,21.2,8.0,40.0,0.0,0.51,14.0,34.0,0.07,0.04,2.0,32.0,0.105,0.03,0.1,0.39,0.8,1.7,4.7,3.1,9.0,20.0,3.2,4.4,4.6,3.8,0.52,1.8,22.443905712712972
28.4,4.6,5.8,23.6,15.2,20.8,0.0,0.51,14.0,17.0,0.105,0.08,2.0,27.0,0.175,0.05,0.1,0.11,1.0,0.9,4.4,2.9,10.0,19.0,1.2,2.3,4.6,3.2,0.3,1.4,15.433176146926632
46.4,8.2,5.8,5.6,10.4,18.4,0.0,0.51,14.0,7.0,0.175,0.05,2.0,24.0,0.035,0.02,0.1,0.28,0.9,0.9,4.5,3.9,27.0,11.0,3.4,0.7,0.3,0.8,0.43,2.7,19.140576160664903
51.2,11.8,11.8,21.2,12.8,36.4,0.0,0.51,14.0,33.0,0.14,0.01,2.0,35.0,0.175,0.06,0.1,0.35,1.1,2.1,2.9,4.4,12.0,28.0,3.1,2.1,0.9,2.9,0.85,1.4,13.20390776742781
51.2,4.6,11.8,23.6,9.2,24.4,0.0,0.51,14.0,29.0,0.14,0.04,2.0,27.0,0.105,0.09,0.1,0.23,1.0,3.5,4.2,4.8,24.0,28.0,0.3,0.5,4.4,3.5,0.56,2.3,13.626237372871008
14.0,1.0,11.8,10.4,9.2,19.6,0.0,0.51,14.0,34.0,0.14,0.03,2.0,10.0,0.175,0.01,0.1,0.05,1.1,3.3,2.5,3.0,25.0,25.0,1.1,2.3,0.7,2.5,0.15,1.5,41.44882760802948
20.0,5.8,10.6,22.4,15.2,7.6,0.0,0.51,14.0,30.0,0.105,0.02,2.0,8.0,0.14,0.05,0.1,0.12,1.0,1.6,3.7,3.6,15.0,18.0,1.5,1.0,0.5,3.2,0.72,3.3,7.705151862717281
14.0,10.6,3.4,26.0,11.6,16.0,0.0,0.5,14.0,19.0,0.14,0.09,2.0,14.0,0.175,0.02,0.1,0.41,1.2,1.2,4.3,5.0,7.0,25.0,3.0,0.5,2.7,4.2,0.92,2.4,10.174066455452717
39.2,10.6,7.0,26.0,22.4,7.6,0.0,0.51,14.0,26.0,0.175,0.06,2.0,27.0,0.14,0.1,0.1,0.06,1.6,0.9,4.6,4.3,2.0,15.0,3.6,4.6,0.6,4.1,0.46,2.2,32.482098146007395
17.6,7.0,13.0,11.6,23.6,23.2,0.0,0.51,14.0,32.0,0.175,0.02,2.0,21.0,0.07,0.04,0.1,0.33,2.6,1.3,4.6,4.1,9.0,5.0,0.7,2.3,1.9,4.5,0.71,2.6,22.4603013305417
18.8,4.6,2.2,12.8,23.6,22.0,0.0,0.51,14.0,33.0,0.14,0.02,2.0,27.0,0.14,0.02,0.1,0.37,3.2,0.5,4.9,4.7,27.0,16.0,2.0,3.8,4.1,0.5,0.39,4.6,19.889015936089642
14.0,10.6,10.6,3.2,4.4,31.6,0.0,0.5,14.0,33.0,0.105,0.1,2.0,26.0,0.035,0.01,0.1,0.11,0.4,2.8,1.9,3.6,29.0,10.0,0.5,1.6,2.8,2.4,0.29,1.4,42.54060283072869
45.2,8.2,1.0,4.4,11.6,48.4,0.0,0.51,14.0,18.0,0.14,0.01,2.0,22.0,0.035,0.03,0.1,0.34,1.3,2.2,4.6,2.4,6.0,4.0,2.4,3.3,0.4,2.0,1.12,1.8,28.199532384050972
42.8,5.8,3.4,23.6,22.4,13.6,0.0,0.51,14.0,19.0,0.175,0.02,2.0,11.0,0.105,0.07,0.1,0.46,1.8,2.4,4.4,3.5,13.0,20.0,3.6,0.1,4.7,3.0,1.51,3.2,8.3255271534737
18.8,2.2,7.0,21.2,6.8,36.4,0.0,0.5,14.0,33.0,0.105,0.05,2.0,27.0,0.07,0.05,0.1,0.46,0.5,3.2,5.0,1.7,8.0,10.0,3.9,0.9,3.2,3.3,0.13,1.2,43.87960469312891
18.8,8.2,11.8,14.0,23.6,23.2,0.0,0.5,14.0,19.0,0.105,0.04,2.0,14.0,0.07,0.06,0.1,0.35,2.2,0.6,4.8,4.8,22.0,6.0,1.1,2.7,4.0,3.9,0.31,2.5,17.38574950198661
34.4,2.2,10.6,11.6,4.4,29.2,0.0,0.5,14.0,25.0,0.14,0.1,2.0,10.0,0.105,0.09,0.1,0.01,0.4,1.0,2.7,4.5,13.0,14.0,3.3,3.3,3.4,0.9,0.13,1.4,29.411742896304936
34.4,11.8,2.2,5.6,15.2,23.2,0.0,0.5,14.0,26.0,0.14,0.01,2.0,13.0,0.175,0.04,0.1,0.32,1.2,0.7,4.2,2.2,30.0,17.0,1.5,4.7,2.9,4.0,0.6,1.4,13.771797881360897
22.4,10.6,7.0,15.2,14.0,17.2,0.0,0.51,14.0,34.0,0.175,0.01,2.0,8.0,0.035,0.02,0.1,0.3,1.3,3.0,4.5,4.9,15.0,2.0,2.1,2.9,0.8,3.1,0.3,1.5,22.559907293891662
39.2,7.0,10.6,16.4,21.2,8.8,0.0,0.51,14.0,26.0,0.105,0.01,2.0,15.0,0.07,0.04,0.1,0.05,1.9,1.7,3.9,4.5,25.0,24.0,2.0,1.3,1.9,0.4,1.28,2.7,9.292628899609594
14.0,8.2,11.8,9.2,18.8,35.2,0.0,0.5,14.0,27.0,0.175,0.07,2.0,27.0,0.105,0.01,0.1,0.31,2.2,2.9,4.6,4.6,16.0,12.0,1.9,2.4,4.2,3.0,0.53,1.3,14.737710555826007
29.6,9.4,3.4,10.4,8.0,42.4,0.0,0.51,14.0,28.0,0.175,0.09,2.0,16.0,0.105,0.09,0.1,0.29,0.6,3.3,2.3,3.2,12.0,22.0,4.5,0.6,3.0,2.3,0.44,1.6,12.680912708013516
50.0,5.8,4.6,11.6,23.6,18.4,0.0,0.5,14.0,25.0,0.175,0.1,2.0,19.0,0.105,0.06,0.1,0.4,2.8,1.7,4.6,3.2,11.0,7.0,4.8,1.6,3.2,0.2,1.16,2.8,9.734891054502189
6.8,11.8,11.8,15.2,9.2,6.4,0.0,0.5,14.0,28.0,0.14,0.04,2.0,14.0,0.07,0.06,0.1,0.06,1.1,0.6,3.9,3.7,12.0,24.0,4.7,4.5,0.8,4.8,0.52,1.7,15.404384678228269
38.0,2.2,2.2,17.6,21.2,35.2,0.0,0.5,14.0,32.0,0.105,0.05,2.0,19.0,0.175,0.03,0.1,0.28,1.5,2.4,4.6,3.7,29.0,20.0,5.0,3.1,0.4,1.5,0.76,1.9,28.480434342605868
34.4,1.0,3.4,17.6,5.6,46.0,0.0,0.5,14.0,16.0,0.175,0.06,2.0,22.0,0.105,0.02,0.1,0.42,0.6,0.8,3.8,4.3,6.0,16.0,4.9,1.4,0.1,3.2,0.46,1.4,20.99847078379697
46.4,9.4,13.0,21.2,11.6,25.6,0.0,0.51,14.0,28.0,0.07,0.07,2.0,33.0,0.14,0.06,0.1,0.04,0.7,1.6,4.3,4.5,28.0,4.0,3.3,1.4,1.2,3.4,0.41,1.5,23.3487215302611
9.2,10.6,8.2,20.0,8.0,44.8,0.0,0.51,14.0,23.0,0.105,0.09,2.0,13.0,0.14,0.01,0.1,0.33,1.0,2.6,4.8,3.6,12.0,10.0,1.7,3.3,1.4,5.0,0.33,1.8,18.280919868408184
52.4,10.6,13.0,18.8,8.0,18.4,0.0,0.5,14.0,16.0,0.175,0.07,2.0,32.0,0.175,0.03,0.1,0.02,0.9,0.4,2.3,1.6,1.0,20.0,1.4,3.4,4.8,2.0,0.1,1.0,31.3262851712019
27.2,13.0,7.0,12.8,9.2,14.8,0.0,0.5,14.0,13.0,0.175,0.07,2.0,9.0,0.07,0.06,0.1,0.36,0.8,0.4,3.6,4.5,19.0,11.0,4.1,0.8,4.5,1.7,0.25,1.4,14.990262727529762
46.4,1.0,11.8,3.2,15.2,4.0,0.0,0.51,14.0,35.0,0.07,0.01,2.0,19.0,0.105,0.01,0.1,0.09,0.8,4.8,3.9,3.9,28.0,14.0,2.0,3.9,1.4,5.0,0.26,1.5,22.222093764354796
42.8,5.8,8.2,16.4,12.8,31.6,0.0,0.51,14.0,16.0,0.14,0.02,2.0,24.0,0.175,0.05,0.1,0.21,1.5,1.2,3.9,4.8,6.0,3.0,0.2,4.0,0.2,3.8,0.19,2.0,12.112349816602595
29.6,3.4,5.8,23.6,11.6,47.2,0.0,0.5,14.0,22.0,0.105,0.06,2.0,14.0,0.035,0.02,0.1,0.19,1.4,1.8,3.2,1.4,8.0,4.0,4.8,3.7,0.1,3.6,0.51,1.0,32.244532656736844
36.8,13.0,11.8,26.0,6.8,18.4,0.0,0.51,14.0,34.0,0.175,0.04,2.0,32.0,0.14,0.03,0.1,0.24,0.8,4.0,2.9,3.2,13.0,3.0,2.7,4.1,0.2,5.0,0.16,2.0,22.248234724873086
17.6,9.4,8.2,12.8,11.6,23.2,0.0,0.51,14.0,8.0,0.175,0.05,2.0,22.0,0.105,0.02,0.1,0.36,0.6,0.8,5.0,5.0,3.0,24.0,0.2,1.6,2.6,1.8,0.32,1.4,12.03298262408546
29.6,10.6,3.4,16.4,10.4,37.6,0.0,0.5,14.0,31.0,0.105,0.05,2.0,18.0,0.175,0.07,0.1,0.39,0.6,1.7,3.8,3.1,15.0,28.0,2.5,5.0,0.5,2.4,0.24,1.7,19.056459823948533
10.4,10.6,7.0,6.8,16.4,38.8,0.0,0.51,14.0,22.0,0.105,0.07,2.0,32.0,0.105,0.02,0.1,0.15,0.8,0.7,3.7,3.3,12.0,25.0,4.5,2.2,2.4,2.1,0.13,2.8,32.21075724141201
17.6,4.6,13.0,23.6,9.2,24.4,0.0,0.5,14.0,18.0,0.105,0.06,2.0,13.0,0.035,0.01,0.1,0.16,0.8,0.8,4.7,3.9,23.0,25.0,0.4,2.1,4.8,2.8,0.61,1.9,19.19079678251189
34.4,9.4,2.2,10.4,16.4,47.2,0.0,0.5,14.0,12.0,0.14,0.02,2.0,31.0,0.07,0.05,0.1,0.31,1.0,1.6,4.4,3.6,27.0,2.0,5.0,4.4,1.5,1.0,0.31,2.0,18.084329839443207
24.8,2.2,5.8,16.4,15.2,38.8,0.0,0.5,14.0,20.0,0.175,0.06,2.0,29.0,0.175,0.09,0.1,0.23,1.7,2.6,5.0,4.6,16.0,18.0,0.4,4.9,3.1,0.4,0.64,3.4,10.190859663029533
14.0,10.6,4.6,9.2,12.8,28.0,0.0,0.51,14.0,32.0,0.035,0.01,2.0,35.0,0.105,0.03,0.1,0.25,1.0,2.0,4.0,3.5,13.0,18.0,4.7,1.8,5.0,4.7,0.66,3.1,21.10615678760255
18.8,2.2,10.6,16.4,16.4,8.8,0.0,0.5,14.0,20.0,0.175,0.05,2.0,11.0,0.14,0.03,0.1,0.31,1.5,1.4,3.1,4.3,15.0,22.0,2.7,3.3,1.3,3.6,0.13,2.6,15.830246050161156
42.8,8.2,8.2,15.2,16.4,14.8,0.0,0.51,14.0,34.0,0.035,0.03,2.0,9.0,0.035,0.03,0.1,0.1,1.4,4.3,4.7,1.5,22.0,26.0,4.4,1.4,1.8,3.0,1.28,1.1,37.52029813483694
32.0,10.6,3.4,9.2,20.0,38.8,0.0,0.51,14.0,31.0,0.105,0.05,2.0,12.0,0.14,0.05,0.1,0.24,1.7,2.3,4.9,4.1,30.0,18.0,4.6,1.9,2.6,2.5,1.28,1.2,14.028844266670452
51.2,8.2,5.8,4.4,6.8,16.0,0.0,0.5,14.0,30.0,0.14,0.04,2.0,23.0,0.175,0.06,0.1,0.49,0.8,0.5,4.9,1.7,0.0,30.0,3.4,3.4,2.2,4.6,0.2,1.3,18.711778451269435
9.2,7.0,11.8,21.2,20.0,37.6,0.0,0.5,14.0,28.0,0.175,0.06,2.0,34.0,0.105,0.02,0.1,0.46,1.1,2.9,4.5,4.3,3.0,9.0,2.1,4.8,1.4,2.3,0.35,1.9,15.595237504992065
16.4,4.6,4.6,10.4,6.8,13.6,0.0,0.51,14.0,20.0,0.14,0.09,2.0,34.0,0.175,0.09,0.1,0.06,0.3,2.1,3.6,4.2,10.0,28.0,3.4,3.5,1.9,1.7,0.1,1.3,12.761743595813664
17.6,9.4,7.0,26.0,6.8,19.6,0.0,0.5,14.0,35.0,0.105,0.05,2.0,18.0,0.035,0.02,0.1,0.32,0.5,4.5,3.2,3.9,7.0,22.0,5.0,2.7,0.7,4.0,0.35,2.6,17.11053766029725
11.6,4.6,13.0,14.0,10.4,49.6,0.0,0.5,14.0,23.0,0.175,0.06,2.0,13.0,0.175,0.09,0.1,0.04,0.7,2.6,4.3,4.9,15.0,22.0,2.1,0.5,2.6,2.4,0.44,2.5,16.15426973416822
33.2,1.0,5.8,12.8,16.4,19.6,0.0,0.5,14.0,18.0,0.175,0.04,2.0,29.0,0.105,0.02,0.1,0.28,2.0,2.0,4.4,3.9,27.0,0.0,0.9,2.7,3.6,1.2,0.59,1.4,15.279951729079443
26.0,10.6,8.2,24.8,9.2,41.2,0.0,0.51,14.0,34.0,0.035,0.02,2.0,30.0,0.175,0.04,0.1,0.13,0.7,2.8,4.8,2.3,14.0,24.0,1.7,4.6,2.3,3.5,0.36,2.2,35.87012727648329
24.8,7.0,11.8,15.2,3.2,12.4,0.0,0.51,14.0,17.0,0.14,0.02,2.0,15.0,0.14,0.03,0.1,0.41,0.4,1.8,1.7,2.9,12.0,9.0,3.8,0.6,3.0,0.2,0.29,1.2,12.85059603824353
18.8,8.2,4.6,6.8,6.8,26.8,0.0,0.5,14.0,21.0,0.07,0.02,2.0,10.0,0.035,0.01,0.1,0.13,0.5,1.2,4.4,5.0,18.0,7.0,0.4,2.5,3.4,5.0,0.38,2.0,39.154521763525025
27.2,3.4,11.8,15.2,12.8,25.6,0.0,0.5,14.0,22.0,0.14,0.1,2.0,17.0,0.14,0.04,0.1,0.33,1.2,1.4,3.0,2.1,8.0,10.0,1.1,0.8,0.9,2.2,0.91,1.8,9.016511260113642
51.2,4.6,11.8,9.2,5.6,7.6,0.0,0.5,14.0,29.0,0.14,0.07,2.0,30.0,0.175,0.03,0.1,0.39,0.6,2.5,3.6,3.4,19.0,14.0,4.9,2.7,1.7,3.2,0.44,1.8,5.549760444652491
10.4,13.0,13.0,6.8,5.6,16.0,0.0,0.5,14.0,13.0,0.105,0.06,2.0,24.0,0.105,0.08,0.1,0.47,0.6,1.5,2.5,2.2,26.0,2.0,0.9,4.6,1.4,2.9,0.3,1.9,16.961802772388097
45.2,11.8,8.2,16.4,11.6,25.6,0.0,0.51,14.0,21.0,0.105,0.05,2.0,7.0,0.175,0.06,0.1,0.38,1.3,0.8,4.1,2.6,6.0,30.0,0.9,0.4,3.7,2.1,0.16,2.2,27.35900852384168
47.6,10.6,8.2,24.8,5.6,11.2,0.0,0.5,14.0,34.0,0.105,0.01,2.0,14.0,0.175,0.04,0.1,0.29,0.3,3.4,3.3,2.1,30.0,27.0,1.3,5.0,1.4,0.6,0.13,1.0,44.325333847384194
24.8,7.0,13.0,11.6,22.4,8.8,0.0,0.5,14.0,24.0,0.105,0.1,2.0,15.0,0.105,0.02,0.1,0.17,1.2,2.0,4.8,4.9,13.0,28.0,2.6,3.0,4.4,2.6,1.12,4.1,7.197867392466047
35.6,11.8,3.4,16.4,26.0,47.2,0.0,0.51,14.0,19.0,0.035,0.03,2.0,22.0,0.07,0.02,0.1,0.46,2.0,2.2,4.3,3.9,4.0,25.0,4.4,2.6,2.1,4.8,0.99,3.7,19.7681001619903
14.0,13.0,9.4,6.8,9.2,16.0,0.0,0.5,14.0,26.0,0.175,0.09,2.0,33.0,0.14,0.09,0.1,0.27,1.1,1.4,4.5,4.8,18.0,24.0,0.5,2.7,0.6,2.5,0.88,4.2,9.24048278993018
52.4,13.0,8.2,23.6,23.6,43.6,0.0,0.5,14.0,23.0,0.07,0.03,2.0,11.0,0.07,0.04,0.1,0.36,2.4,2.0,4.0,4.6,14.0,13.0,2.8,3.3,2.8,1.4,1.18,3.1,17.42865352684201
48.8,5.8,9.4,20.0,18.8,32.8,0.0,0.51,14.0,16.0,0.14,0.08,2.0,34.0,0.14,0.08,0.1,0.17,1.3,1.5,4.3,3.2,23.0,11.0,4.0,3.7,1.4,2.0,0.74,2.0,10.68206444721118
12.8,8.2,2.2,22.4,14.0,40.0,0.0,0.51,14.0,22.0,0.105,0.07,2.0,22.0,0.07,0.05,0.1,0.07,1.5,1.5,4.3,1.2,11.0,10.0,0.5,4.8,4.1,0.1,1.28,1.0,27.63759486506367
30.8,10.6,8.2,8.0,26.0,48.4,0.0,0.5,14.0,25.0,0.175,0.02,2.0,23.0,0.035,0.02,0.1,0.01,3.2,2.5,5.0,4.1,22.0,12.0,0.2,3.1,3.7,3.7,1.7,3.6,10.768410924401572
35.6,10.6,7.0,17.6,9.2,46.0,0.0,0.51,14.0,15.0,0.105,0.06,2.0,14.0,0.175,0.1,0.1,0.13,1.1,1.5,1.9,3.0,24.0,3.0,4.0,0.5,4.8,2.9,0.88,1.7,11.503546881633351
15.2,2.2,4.6,17.6,14.0,12.4,0.0,0.51,14.0,12.0,0.14,0.06,2.0,31.0,0.105,0.01,0.1,0.5,1.3,1.3,4.4,4.0,10.0,22.0,3.0,3.7,0.1,1.3,0.3,3.0,15.089878762365686
9.2,9.4,10.6,9.2,3.2,18.4,0.0,0.51,14.0,27.0,0.14,0.04,2.0,32.0,0.14,0.08,0.1,0.02,0.2,2.8,1.2,4.5,26.0,19.0,1.9,3.8,3.3,4.9,0.18,1.0,22.746949632559243
22.4,11.8,9.4,17.6,24.8,23.2,0.0,0.51,14.0,21.0,0.07,0.04,2.0,27.0,0.14,0.09,0.1,0.33,1.2,1.6,5.0,4.8,21.0,8.0,2.1,0.9,0.4,4.8,1.12,3.8,8.383596515387119
32.0,2.2,13.0,26.0,18.8,43.6,0.0,0.5,14.0,33.0,0.175,0.02,2.0,15.0,0.105,0.01,0.1,0.5,2.4,2.3,4.7,4.7,28.0,23.0,0.3,2.1,0.1,3.1,1.14,1.9,9.720879246887502
23.6,11.8,5.8,3.2,8.0,17.2,0.0,0.5,14.0,12.0,0.14,0.01,2.0,25.0,0.14,0.1,0.1,0.12,0.4,0.5,3.7,1.8,0.0,8.0,0.4,1.0,3.3,3.9,0.21,1.3,19.130742428800463
30.8,7.0,10.6,21.2,9.2,13.6,0.0,0.5,14.0,34.0,0.07,0.04,2.0,25.0,0.175,0.06,0.1,0.16,0.6,3.4,2.8,4.9,28.0,19.0,4.4,1.7,4.6,1.4,0.26,2.0,26.92542489364901
34.4,8.2,2.2,17.6,12.8,22.0,0.0,0.51,14.0,25.0,0.105,0.09,2.0,35.0,0.035,0.03,0.1,0.19,0.8,2.7,4.1,4.1,8.0,3.0,1.6,1.2,1.2,2.6,0.42,1.2,31.40904598516259
22.4,13.0,13.0,20.0,14.0,6.4,0.0,0.5,14.0,22.0,0.105,0.04,2.0,22.0,0.105,0.01,0.1,0.13,0.7,2.8,3.0,3.2,20.0,5.0,1.2,4.3,0.2,0.6,0.28,2.4,17.011414527835754
40.4,7.0,11.8,3.2,14.0,43.6,0.0,0.51,14.0,35.0,0.175,0.04,2.0,26.0,0.035,0.02,0.1,0.22,1.3,2.9,3.0,4.7,24.0,14.0,5.0,3.0,3.0,2.3,0.54,2.5,22.785853995178428
28.4,8.2,9.4,20.0,6.8,26.8,0.0,0.51,14.0,32.0,0.175,0.06,2.0,17.0,0.07,0.03,0.1,0.28,0.8,4.2,3.2,4.1,9.0,16.0,1.0,4.6,0.3,0.3,0.58,1.8,19.0240777914315
11.6,11.8,10.6,18.8,17.6,14.8,0.0,0.5,14.0,6.0,0.105,0.07,2.0,24.0,0.105,0.09,0.1,0.38,0.9,0.4,4.2,3.5,13.0,30.0,0.7,2.6,2.0,2.6,0.23,1.4,16.8412537198374
52.4,8.2,2.2,8.0,26.0,26.8,0.0,0.51,14.0,28.0,0.175,0.1,2.0,25.0,0.14,0.01,0.1,0.49,2.7,3.7,4.6,4.5,18.0,9.0,3.3,1.2,2.2,5.0,0.39,3.7,8.623724667308268
20.0,8.2,11.8,4.4,4.4,35.2,0.0,0.5,14.0,10.0,0.035,0.03,2.0,17.0,0.105,0.09,0.1,0.33,0.5,0.3,2.1,4.7,8.0,4.0,4.1,2.0,3.1,0.3,0.26,1.9,34.02356263447426
26.0,10.6,13.0,23.6,14.0,37.6,0.0,0.5,14.0,15.0,0.175,0.03,2.0,27.0,0.175,0.09,0.1,0.06,1.8,1.7,4.3,4.1,4.0,4.0,2.0,4.1,0.3,3.6,0.39,1.5,33.62126821382954
45.2,7.0,8.2,23.6,8.0,41.2,0.0,0.51,14.0,27.0,0.07,0.04,2.0,10.0,0.035,0.01,0.1,0.22,1.0,2.9,1.8,4.3,29.0,24.0,1.4,4.1,2.8,1.6,0.55,1.5,37.7716743337981
24.8,7.0,7.0,22.4,10.4,31.6,0.0,0.5,14.0,16.0,0.035,0.02,2.0,23.0,0.175,0.06,0.1,0.15,0.8,0.9,2.9,3.1,25.0,28.0,4.0,2.2,2.4,2.6,0.39,2.1,26.12254862798496
