w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,B_mean_bottom_right_T
52.4,9.4,9.4,5.6,26.0,23.2,0.0,0.5,14.0,29.0,0.105,0.03,2.0,15.0,0.175,0.05,0.1,0.39,2.1,2.6,4.5,4.6,0.0,13.0,2.5,0.1,4.9,3.3,1.44,3.8,0.0216203084563134
47.6,10.6,8.2,4.4,4.4,7.6,0.0,0.51,14.0,24.0,0.175,0.09,2.0,15.0,0.035,0.02,0.1,0.08,0.3,0.7,2.6,2.8,18.0,20.0,2.2,3.5,3.2,2.0,0.19,1.6,0.0290730643515579
28.4,13.0,9.4,14.0,16.4,37.6,0.0,0.51,14.0,29.0,0.14,0.07,2.0,17.0,0.175,0.04,0.1,0.23,0.9,3.6,4.4,3.6,8.0,11.0,0.3,4.9,3.2,3.1,0.71,1.6,0.0388800940635171
26.0,10.6,11.8,14.0,5.6,24.4,0.0,0.5,14.0,27.0,0.14,0.02,2.0,32.0,0.035,0.03,0.1,0.35,0.7,0.4,3.0,4.5,6.0,16.0,0.6,3.8,4.4,3.1,0.12,2.4,0.0356281517647675
44.0,2.2,10.6,22.4,15.2,32.8,0.0,0.51,14.0,30.0,0.14,0.1,2.0,15.0,0.105,0.06,0.1,0.25,1.0,3.8,3.9,4.3,8.0,9.0,4.1,2.0,2.0,4.0,0.27,2.3,0.0211596447667652
40.4,10.6,13.0,10.4,24.8,32.8,0.0,0.51,14.0,34.0,0.175,0.1,2.0,12.0,0.14,0.02,0.1,0.18,2.6,4.1,4.8,4.0,1.0,11.0,1.5,1.9,3.7,0.6,1.68,3.0,0.0202349738058848
27.2,8.2,13.0,18.8,8.0,14.8,0.0,0.5,14.0,12.0,0.105,0.01,2.0,35.0,0.035,0.03,0.1,0.04,0.9,1.4,4.5,2.5,8.0,29.0,0.8,1.3,4.9,3.1,0.1,1.0,0.0295621188089314
32.0,9.4,3.4,16.4,26.0,46.0,0.0,0.51,14.0,26.0,0.07,0.06,2.0,22.0,0.07,0.01,0.1,0.44,2.3,2.5,4.9,4.1,1.0,1.0,1.4,4.7,3.4,0.6,1.14,3.3,0.0995128051215995
39.2,3.4,13.0,12.8,5.6,40.0,0.0,0.51,14.0,28.0,0.035,0.01,2.0,19.0,0.105,0.1,0.1,0.17,0.7,3.3,2.7,3.1,2.0,10.0,3.0,2.0,2.4,0.6,0.15,1.6,0.0212933469458749
11.6,7.0,13.0,20.0,10.4,14.8,0.0,0.51,14.0,35.0,0.175,0.09,2.0,32.0,0.14,0.05,0.1,0.45,0.6,1.2,4.2,2.4,16.0,3.0,3.6,1.8,0.8,4.1,0.39,1.0,0.0687921473525459
38.0,10.6,7.0,17.6,17.6,24.4,0.0,0.51,14.0,22.0,0.14,0.05,2.0,21.0,0.14,0.04,0.1,0.35,2.1,1.9,5.0,3.6,5.0,27.0,4.3,0.1,0.1,1.5,0.39,2.2,0.0391333140246694
42.8,2.2,3.4,23.6,9.2,4.0,0.0,0.51,14.0,26.0,0.035,0.02,2.0,13.0,0.035,0.02,0.1,0.29,1.0,2.4,2.2,1.6,28.0,8.0,1.9,1.7,3.5,4.2,0.68,1.5,0.0737995422339327
39.2,8.2,5.8,4.4,16.4,29.2,0.0,0.5,14.0,34.0,0.175,0.1,2.0,15.0,0.105,0.06,0.1,0.15,1.8,2.8,4.9,1.6,25.0,22.0,1.1,4.9,2.3,0.5,1.31,1.0,0.0473850470453974
48.8,10.6,11.8,23.6,5.6,8.8,0.0,0.5,14.0,19.0,0.105,0.1,2.0,27.0,0.175,0.05,0.1,0.45,0.6,1.6,4.3,3.7,2.0,15.0,4.1,0.1,3.0,3.7,0.22,1.1,0.0185855906224289
50.0,8.2,5.8,4.4,15.2,48.4,0.0,0.51,14.0,25.0,0.07,0.05,2.0,25.0,0.035,0.02,0.1,0.43,1.2,1.4,4.2,4.4,29.0,19.0,1.3,1.6,0.7,1.2,1.07,2.6,0.0358975578604291
22.4,8.2,4.6,5.6,3.2,19.6,0.0,0.51,14.0,29.0,0.105,0.06,2.0,26.0,0.175,0.08,0.1,0.38,0.2,2.2,1.7,1.6,7.0,30.0,3.1,4.2,4.3,0.4,0.16,1.1,0.109070642178674
27.2,13.0,9.4,5.6,11.6,26.8,0.0,0.5,14.0,28.0,0.14,0.02,2.0,13.0,0.14,0.06,0.1,0.35,1.4,2.0,4.6,4.3,0.0,28.0,0.6,4.5,2.8,0.5,1.16,1.4,0.0416775528233698
14.0,4.6,8.2,21.2,4.4,16.0,0.0,0.5,14.0,20.0,0.175,0.01,2.0,24.0,0.175,0.09,0.1,0.38,0.4,0.7,2.3,2.7,30.0,1.0,0.9,1.3,3.6,3.0,0.39,1.7,0.0893792930150021
6.8,2.2,11.8,24.8,14.0,44.8,0.0,0.5,14.0,28.0,0.105,0.02,2.0,11.0,0.07,0.01,0.1,0.33,0.8,1.9,4.2,3.4,25.0,24.0,0.5,1.3,0.4,4.8,0.16,1.5,0.116411677145249
24.8,4.6,11.8,5.6,8.0,32.8,0.0,0.51,14.0,21.0,0.105,0.04,2.0,28.0,0.105,0.05,0.1,0.45,0.5,2.6,3.7,3.2,7.0,1.0,3.7,0.4,0.7,3.7,0.33,1.0,0.0371484571977049
50.0,7.0,5.8,14.0,24.8,38.8,0.0,0.5,14.0,35.0,0.105,0.01,2.0,33.0,0.105,0.03,0.1,0.5,2.4,1.8,4.4,3.6,11.0,28.0,0.7,2.3,3.1,1.7,1.15,3.3,0.0368100793161216
20.0,4.6,9.4,5.6,24.8,32.8,0.0,0.51,14.0,28.0,0.035,0.03,2.0,31.0,0.14,0.06,0.1,0.25,2.3,2.5,4.4,4.6,4.0,7.0,3.0,0.2,3.6,4.0,1.68,4.3,0.0563925375268726
16.4,9.4,11.8,8.0,20.0,53.2,0.0,0.5,14.0,27.0,0.105,0.01,2.0,31.0,0.105,0.05,0.1,0.32,1.6,1.3,4.9,4.0,24.0,24.0,4.4,3.3,1.4,3.4,0.12,1.2,0.05474402458126
51.2,3.4,7.0,5.6,15.2,44.8,0.0,0.5,14.0,21.0,0.14,0.05,2.0,25.0,0.175,0.07,0.1,0.2,0.6,1.7,4.2,4.9,20.0,24.0,0.4,3.0,0.6,1.9,0.38,3.8,0.029985357297691
24.8,9.4,11.8,11.6,3.2,52.0,0.0,0.51,14.0,29.0,0.14,0.1,2.0,17.0,0.07,0.06,0.1,0.26,0.4,3.4,1.6,2.0,9.0,21.0,3.8,0.3,4.8,1.6,0.21,1.5,0.0408248001353187
45.2,7.0,9.4,21.2,22.4,37.6,0.0,0.51,14.0,16.0,0.175,0.09,2.0,29.0,0.105,0.04,0.1,0.12,1.7,1.8,4.4,4.1,29.0,23.0,1.1,1.9,3.2,0.8,0.13,3.0,0.02417806764654
33.2,4.6,10.6,21.2,10.4,34.0,0.0,0.51,14.0,31.0,0.07,0.07,2.0,22.0,0.175,0.05,0.1,0.26,0.6,2.0,3.6,2.8,29.0,8.0,3.4,4.1,2.1,4.4,0.28,2.2,0.0290720556386842
30.8,10.6,3.4,6.8,6.8,6.4,0.0,0.51,14.0,21.0,0.105,0.05,2.0,18.0,0.105,0.05,0.1,0.42,0.7,1.8,3.5,2.2,15.0,1.0,3.9,3.5,2.0,2.9,0.15,1.5,0.101495695361442
41.6,8.2,10.6,12.8,23.6,20.8,0.0,0.5,14.0,23.0,0.14,0.05,2.0,27.0,0.175,0.07,0.1,0.3,1.1,2.5,4.8,2.7,22.0,9.0,0.9,1.1,4.5,1.8,0.34,2.4,0.023974719223768
20.0,7.0,11.8,26.0,14.0,19.6,0.0,0.51,14.0,26.0,0.14,0.08,2.0,35.0,0.14,0.1,0.1,0.37,1.4,3.4,3.7,2.1,7.0,3.0,4.3,2.0,2.0,4.7,0.88,1.4,0.0441741849850015
24.8,10.6,7.0,24.8,11.6,17.2,0.0,0.5,14.0,8.0,0.07,0.01,2.0,18.0,0.175,0.01,0.1,0.16,1.4,0.9,3.2,4.4,26.0,2.0,1.3,2.8,3.2,1.9,0.31,2.3,0.0598701955659631
47.6,9.4,13.0,17.6,20.0,17.2,0.0,0.5,14.0,33.0,0.175,0.1,2.0,12.0,0.035,0.03,0.1,0.19,0.9,2.5,4.1,4.3,11.0,13.0,2.8,3.9,1.5,0.5,0.87,2.5,0.0161135445892608
23.6,10.6,4.6,5.6,11.6,17.2,0.0,0.5,14.0,23.0,0.07,0.04,2.0,19.0,0.105,0.02,0.1,0.3,1.5,0.6,2.9,3.4,27.0,13.0,1.2,1.3,1.3,4.7,0.53,1.9,0.097022128824627
52.4,3.4,10.6,9.2,18.8,23.2,0.0,0.51,14.0,33.0,0.175,0.05,2.0,13.0,0.175,0.03,0.1,0.17,1.0,4.2,4.7,4.0,5.0,25.0,0.3,2.9,2.7,2.9,0.64,3.9,0.0188063336128315
33.2,11.8,4.6,12.8,6.8,49.6,0.0,0.51,14.0,19.0,0.105,0.1,2.0,10.0,0.035,0.01,0.1,0.2,0.5,1.7,5.0,2.2,16.0,14.0,2.8,1.5,4.2,0.6,0.27,1.1,0.070613223454801
23.6,4.6,7.0,17.6,20.0,40.0,0.0,0.5,14.0,35.0,0.105,0.06,2.0,21.0,0.105,0.04,0.1,0.14,1.2,3.2,4.7,4.9,10.0,20.0,4.3,4.3,3.2,4.4,1.14,1.6,0.0650884504312001
14.0,10.6,5.8,6.8,4.4,24.4,0.0,0.5,14.0,31.0,0.035,0.03,2.0,26.0,0.14,0.08,0.1,0.45,0.5,2.7,1.8,4.1,10.0,20.0,0.2,1.8,1.7,4.7,0.21,1.3,0.140280968042885
17.6,2.2,7.0,18.8,15.2,44.8,0.0,0.51,14.0,34.0,0.14,0.01,2.0,10.0,0.175,0.01,0.1,0.35,1.7,2.8,4.3,4.5,7.0,13.0,2.0,3.1,0.4,1.3,0.26,2.6,0.0827798452131496
24.8,8.2,7.0,10.4,6.8,25.6,0.0,0.5,14.0,16.0,0.14,0.09,2.0,26.0,0.105,0.02,0.1,0.42,0.4,1.5,2.0,2.1,30.0,12.0,4.9,0.4,2.6,1.0,0.36,1.3,0.0580889103679556
20.0,13.0,4.6,17.6,6.8,36.4,0.0,0.51,14.0,21.0,0.175,0.01,2.0,4.0,0.07,0.07,0.1,0.41,0.5,1.7,5.0,2.5,2.0,24.0,1.8,1.8,4.5,3.6,0.38,1.3,0.118566723570473
9.2,11.8,7.0,12.8,6.8,25.6,0.0,0.51,14.0,26.0,0.07,0.02,2.0,21.0,0.175,0.07,0.1,0.22,0.6,2.8,3.9,2.1,13.0,26.0,1.6,3.5,4.7,4.7,0.38,1.3,0.162998661625907
46.4,7.0,10.6,20.0,11.6,5.2,0.0,0.51,14.0,26.0,0.105,0.1,2.0,7.0,0.105,0.07,0.1,0.38,1.2,2.5,4.4,3.7,8.0,12.0,0.7,3.0,4.4,1.1,1.01,1.3,0.0217582156174684
40.4,7.0,2.2,3.2,12.8,40.0,0.0,0.51,14.0,18.0,0.14,0.05,2.0,17.0,0.105,0.08,0.1,0.38,0.8,1.2,3.0,1.8,16.0,12.0,1.4,1.5,4.4,2.0,0.55,1.6,0.120052770378558
36.8,8.2,7.0,16.4,22.4,23.2,0.0,0.5,14.0,35.0,0.105,0.01,2.0,34.0,0.14,0.1,0.1,0.29,1.2,1.1,4.3,3.5,21.0,29.0,2.5,2.1,3.2,0.3,0.39,3.1,0.0410468343914928
23.6,2.2,7.0,24.8,9.2,43.6,0.0,0.5,14.0,32.0,0.175,0.08,2.0,32.0,0.175,0.09,0.1,0.47,0.5,0.2,3.7,4.2,24.0,21.0,1.4,4.0,1.9,3.5,0.19,3.2,0.0596351203540796
26.0,13.0,3.4,11.6,8.0,16.0,0.0,0.51,14.0,30.0,0.105,0.05,2.0,30.0,0.035,0.02,0.1,0.21,0.4,0.6,2.3,5.0,12.0,0.0,5.0,3.1,4.7,3.4,0.36,2.2,0.120789930068488
38.0,13.0,13.0,26.0,4.4,24.4,0.0,0.51,14.0,27.0,0.14,0.02,2.0,21.0,0.07,0.05,0.1,0.3,0.4,0.7,2.7,4.9,17.0,27.0,3.5,0.4,2.0,0.3,0.34,1.4,0.0224141091816365
18.8,13.0,5.8,14.0,15.2,40.0,0.0,0.5,14.0,32.0,0.175,0.1,2.0,23.0,0.105,0.01,0.1,0.26,1.7,2.3,3.5,4.2,3.0,25.0,3.6,3.2,3.3,4.8,0.33,3.1,0.100900976274304
44.0,13.0,2.2,8.0,14.0,29.2,0.0,0.5,14.0,34.0,0.07,0.05,2.0,17.0,0.07,0.02,0.1,0.17,1.7,2.6,4.1,3.5,25.0,5.0,2.9,2.5,2.1,1.6,0.56,1.6,0.109688807242433
12.8,2.2,4.6,10.4,6.8,50.8,0.0,0.5,14.0,33.0,0.175,0.01,2.0,28.0,0.07,0.02,0.1,0.03,0.5,4.4,3.9,2.2,30.0,28.0,2.0,2.1,4.0,0.6,0.49,1.4,0.177048445577134
41.6,8.2,4.6,10.4,22.4,5.2,0.0,0.5,14.0,20.0,0.175,0.08,2.0,27.0,0.105,0.04,0.1,0.43,2.9,0.3,4.8,3.0,30.0,8.0,0.7,0.2,1.2,4.2,0.26,2.5,0.0560222717950304
44.0,2.2,9.4,22.4,15.2,22.0,0.0,0.51,14.0,35.0,0.175,0.02,2.0,18.0,0.175,0.08,0.1,0.45,0.9,1.9,4.2,4.0,29.0,3.0,2.2,2.9,0.7,0.1,0.77,1.2,0.0249345527865508
47.6,5.8,4.6,11.6,26.0,11.2,0.0,0.5,14.0,35.0,0.07,0.01,2.0,34.0,0.14,0.02,0.1,0.46,1.9,1.3,4.9,4.0,1.0,17.0,3.3,3.1,0.2,2.3,0.63,3.0,0.050153577510272
10.4,9.4,11.8,23.6,9.2,29.2,0.0,0.5,14.0,19.0,0.175,0.03,2.0,25.0,0.175,0.01,0.1,0.27,1.0,0.4,3.8,3.7,28.0,21.0,3.1,2.2,3.4,2.2,0.27,2.8,0.0825971772014533
45.2,3.4,8.2,18.8,10.4,32.8,0.0,0.51,14.0,24.0,0.105,0.02,2.0,21.0,0.175,0.01,0.1,0.49,0.8,1.4,2.3,1.8,1.0,1.0,3.2,1.7,1.0,0.4,0.3,1.7,0.0269484969140206
39.2,2.2,2.2,4.4,5.6,48.4,0.0,0.5,14.0,22.0,0.07,0.07,2.0,26.0,0.07,0.04,0.1,0.12,0.6,1.1,2.1,4.8,6.0,11.0,3.9,2.0,2.0,1.6,0.19,1.5,0.128352362512247
51.2,4.6,5.8,5.6,10.4,18.4,0.0,0.51,14.0,22.0,0.035,0.03,2.0,14.0,0.175,0.08,0.1,0.26,1.0,2.2,3.0,3.2,15.0,3.0,4.0,3.9,4.2,4.2,0.9,2.1,0.0352835226292941
29.6,13.0,5.8,26.0,12.8,25.6,0.0,0.51,14.0,33.0,0.105,0.1,2.0,35.0,0.14,0.01,0.1,0.38,1.4,1.7,4.2,3.2,20.0,26.0,2.7,1.2,5.0,2.9,1.24,2.8,0.0587948601676297
17.6,8.2,13.0,6.8,18.8,34.0,0.0,0.5,14.0,23.0,0.105,0.02,2.0,6.0,0.14,0.1,0.1,0.49,2.3,2.7,4.9,3.0,17.0,17.0,1.1,2.9,3.7,1.7,1.77,1.1,0.0471952173987689
28.4,9.4,10.6,11.6,22.4,30.4,0.0,0.5,14.0,16.0,0.14,0.04,2.0,8.0,0.07,0.06,0.1,0.27,2.6,2.1,4.4,4.3,7.0,9.0,1.2,2.6,1.4,0.3,0.59,2.7,0.0350822610717808
14.0,11.8,10.6,4.4,10.4,23.2,0.0,0.51,14.0,32.0,0.14,0.08,2.0,25.0,0.14,0.04,0.1,0.16,1.0,1.0,2.0,3.6,29.0,12.0,3.5,4.2,4.7,1.2,0.17,1.5,0.0736966884100799
32.0,10.6,8.2,12.8,11.6,46.0,0.0,0.5,14.0,33.0,0.175,0.06,2.0,11.0,0.105,0.08,0.1,0.2,1.2,2.9,3.2,1.6,2.0,28.0,1.7,2.4,1.0,1.9,0.77,1.5,0.0391300403270704
34.4,8.2,10.6,15.2,11.6,47.2,0.0,0.5,14.0,26.0,0.175,0.06,2.0,28.0,0.105,0.07,0.1,0.34,1.3,3.3,2.5,4.5,11.0,15.0,4.3,1.8,0.8,2.6,0.49,2.3,0.0320683893251607
47.6,4.6,7.0,16.4,4.4,24.4,0.0,0.5,14.0,18.0,0.105,0.05,2.0,19.0,0.07,0.02,0.1,0.36,0.3,2.2,1.7,2.4,17.0,16.0,2.6,4.5,2.3,5.0,0.23,1.1,0.0342526933517282
12.8,13.0,9.4,21.2,23.6,53.2,0.0,0.5,14.0,14.0,0.105,0.08,2.0,20.0,0.07,0.06,0.1,0.4,1.1,1.0,4.8,4.9,26.0,19.0,4.3,0.6,4.1,0.6,0.46,3.0,0.0861241909622956
16.4,3.4,5.8,22.4,5.6,35.2,0.0,0.5,14.0,16.0,0.07,0.04,2.0,14.0,0.105,0.01,0.1,0.31,0.6,0.9,3.6,4.2,25.0,8.0,2.8,3.5,1.5,0.6,0.43,1.0,0.116264490027034
29.6,11.8,3.4,10.4,10.4,29.2,0.0,0.5,14.0,21.0,0.105,0.05,2.0,22.0,0.14,0.01,0.1,0.15,0.8,2.5,2.3,4.9,29.0,3.0,0.5,1.7,0.5,2.2,0.51,1.5,0.10471737444333
8.0,5.8,8.2,11.6,6.8,12.4,0.0,0.5,14.0,30.0,0.14,0.01,2.0,24.0,0.105,0.02,0.1,0.18,0.6,0.7,2.6,1.8,16.0,9.0,3.8,3.1,4.5,4.7,0.54,1.5,0.157224482227516
16.4,9.4,7.0,6.8,23.6,44.8,0.0,0.5,14.0,30.0,0.175,0.04,2.0,15.0,0.14,0.01,0.1,0.21,2.2,1.1,4.4,4.1,17.0,27.0,3.8,2.2,0.2,1.3,0.34,2.7,0.089660720645628
15.2,8.2,8.2,17.6,6.8,29.2,0.0,0.5,14.0,28.0,0.14,0.01,2.0,5.0,0.105,0.1,0.1,0.17,0.3,3.0,3.8,2.4,6.0,16.0,2.7,1.3,1.2,2.0,0.22,1.8,0.086192606972935
42.8,3.4,5.8,16.4,8.0,48.4,0.0,0.51,14.0,11.0,0.175,0.04,2.0,20.0,0.175,0.07,0.1,0.4,0.9,1.2,4.0,3.1,7.0,2.0,2.5,2.4,2.4,0.1,0.11,1.9,0.0433685733731267
45.2,4.6,9.4,22.4,26.0,25.6,0.0,0.51,14.0,17.0,0.035,0.02,2.0,12.0,0.14,0.09,0.1,0.3,1.7,1.0,4.7,4.8,29.0,26.0,3.7,4.8,4.8,3.9,0.15,4.6,0.024078539754776
11.6,8.2,11.8,9.2,26.0,50.8,0.0,0.5,14.0,15.0,0.105,0.03,2.0,23.0,0.14,0.01,0.1,0.15,2.2,1.5,4.9,4.8,0.0,14.0,1.5,3.0,2.7,0.5,1.08,4.7,0.0781642555916974
22.4,13.0,7.0,5.6,8.0,50.8,0.0,0.51,14.0,22.0,0.175,0.01,2.0,24.0,0.07,0.07,0.1,0.17,0.5,2.2,4.6,1.7,4.0,2.0,3.1,1.0,4.0,2.1,0.43,1.1,0.0725065220405637
33.2,3.4,7.0,3.2,12.8,40.0,0.0,0.5,14.0,31.0,0.105,0.03,2.0,21.0,0.035,0.01,0.1,0.31,0.5,2.3,4.0,4.8,10.0,29.0,2.9,4.0,2.2,4.9,0.4,2.3,0.0453625854574225
18.8,10.6,13.0,6.8,9.2,22.0,0.0,0.51,14.0,29.0,0.14,0.1,2.0,19.0,0.07,0.04,0.1,0.27,1.2,3.3,2.9,4.1,11.0,15.0,1.3,4.5,3.9,0.7,0.3,2.6,0.0439465869347822
14.0,1.0,7.0,10.4,15.2,19.6,0.0,0.5,14.0,23.0,0.07,0.03,2.0,9.0,0.175,0.05,0.1,0.29,1.8,2.0,4.4,4.8,12.0,24.0,4.9,4.5,3.8,1.7,1.41,2.9,0.102375889030608
11.6,9.4,9.4,9.2,24.8,12.4,0.0,0.51,14.0,19.0,0.07,0.03,2.0,10.0,0.14,0.1,0.1,0.35,2.6,1.8,4.6,4.0,16.0,28.0,0.4,1.0,3.4,1.3,0.26,3.3,0.0999514993571181
23.6,7.0,7.0,10.4,14.0,20.8,0.0,0.5,14.0,21.0,0.105,0.05,2.0,12.0,0.175,0.1,0.1,0.48,1.5,2.5,4.3,3.2,9.0,24.0,1.6,2.8,3.3,4.3,1.24,2.9,0.0631900928987999
46.4,4.6,10.6,17.6,10.4,49.6,0.0,0.51,14.0,13.0,0.175,0.04,2.0,20.0,0.105,0.1,0.1,0.39,0.5,1.0,4.0,4.1,27.0,20.0,2.4,4.1,0.1,1.1,0.49,1.7,0.0208391664283142
23.6,8.2,2.2,9.2,15.2,24.4,0.0,0.51,14.0,29.0,0.07,0.06,2.0,12.0,0.14,0.1,0.1,0.48,1.9,1.0,4.0,3.8,27.0,15.0,1.3,2.2,0.5,4.9,0.99,3.5,0.204659408530625
36.8,10.6,4.6,18.8,8.0,32.8,0.0,0.5,14.0,29.0,0.035,0.01,2.0,35.0,0.175,0.02,0.1,0.22,0.8,0.3,2.7,3.1,5.0,14.0,0.4,3.9,3.8,2.3,0.29,1.6,0.0607191599465469
32.0,7.0,7.0,16.4,5.6,25.6,0.0,0.5,14.0,23.0,0.14,0.01,2.0,6.0,0.175,0.1,0.1,0.34,0.4,0.4,3.0,2.7,26.0,19.0,2.1,3.8,4.4,2.0,0.17,1.4,0.047093824772719
16.4,7.0,8.2,18.8,10.4,36.4,0.0,0.51,14.0,16.0,0.07,0.04,2.0,30.0,0.14,0.01,0.1,0.26,0.8,1.6,2.7,3.2,14.0,23.0,4.8,2.4,2.6,0.9,0.77,2.5,0.076192390978963
44.0,8.2,3.4,18.8,21.2,36.4,0.0,0.5,14.0,26.0,0.175,0.07,2.0,30.0,0.14,0.04,0.1,0.16,2.0,3.3,4.6,4.6,10.0,30.0,3.7,2.8,3.0,4.0,0.8,3.0,0.0673677380382403
46.4,2.2,11.8,26.0,8.0,38.8,0.0,0.51,14.0,23.0,0.105,0.01,2.0,31.0,0.105,0.01,0.1,0.47,0.9,0.8,4.7,4.8,21.0,3.0,2.5,1.9,4.4,1.9,0.11,1.6,0.0193095001975832
38.0,4.6,9.4,6.8,24.8,32.8,0.0,0.5,14.0,16.0,0.07,0.03,2.0,14.0,0.035,0.02,0.1,0.05,1.9,1.9,5.0,4.5,0.0,24.0,1.1,0.3,3.2,3.3,0.44,3.2,0.0286872328640704
23.6,9.4,8.2,21.2,12.8,34.0,0.0,0.51,14.0,23.0,0.105,0.1,2.0,29.0,0.105,0.03,0.1,0.37,1.6,2.2,4.9,3.7,8.0,17.0,1.4,1.3,1.0,0.7,0.63,3.3,0.0530610983345307
47.6,13.0,9.4,20.0,21.2,25.6,0.0,0.5,14.0,22.0,0.14,0.08,2.0,33.0,0.105,0.05,0.1,0.24,2.2,1.2,4.4,3.4,7.0,5.0,0.9,3.9,4.6,0.3,0.69,2.6,0.0236123659812728
34.4,10.6,9.4,24.8,8.0,14.8,0.0,0.51,14.0,26.0,0.175,0.09,2.0,23.0,0.175,0.06,0.1,0.32,0.4,0.8,3.1,3.2,21.0,28.0,2.4,0.9,3.7,2.5,0.15,2.4,0.0324021126615786
11.6,11.8,11.8,5.6,23.6,25.6,0.0,0.5,14.0,35.0,0.14,0.04,2.0,22.0,0.07,0.07,0.1,0.32,1.0,3.6,4.2,4.4,25.0,2.0,1.1,2.4,0.4,4.3,0.85,3.5,0.0799176196887851
41.6,11.8,13.0,17.6,18.8,13.6,0.0,0.51,14.0,26.0,0.105,0.05,2.0,30.0,0.07,0.04,0.1,0.4,1.5,2.9,4.2,4.8,24.0,1.0,0.1,3.0,3.6,0.2,1.44,2.9,0.0187622661604161
23.6,4.6,11.8,11.6,3.2,41.2,0.0,0.5,14.0,27.0,0.07,0.04,2.0,16.0,0.07,0.02,0.1,0.43,0.2,2.4,1.7,4.6,0.0,28.0,0.1,3.8,1.4,2.8,0.12,1.3,0.0408425462929459
24.8,13.0,10.6,16.4,22.4,12.4,0.0,0.51,14.0,17.0,0.14,0.07,2.0,9.0,0.105,0.07,0.1,0.44,1.4,1.0,5.0,5.0,28.0,26.0,0.4,4.7,4.2,0.4,0.19,3.1,0.0396688178836273
20.0,2.2,8.2,15.2,14.0,31.6,0.0,0.51,14.0,20.0,0.175,0.08,2.0,21.0,0.175,0.01,0.1,0.22,1.1,2.0,3.6,3.2,13.0,30.0,5.0,4.5,3.8,0.4,0.72,2.8,0.0627165108839484
33.2,8.2,13.0,4.4,10.4,50.8,0.0,0.51,14.0,13.0,0.175,0.01,2.0,13.0,0.14,0.09,0.1,0.19,0.4,0.4,4.8,4.9,22.0,2.0,2.7,4.1,4.9,4.2,0.39,3.0,0.0255670458095776
38.0,7.0,3.4,5.6,3.2,20.8,0.0,0.51,14.0,7.0,0.14,0.02,2.0,14.0,0.035,0.02,0.1,0.15,0.4,0.8,1.5,1.8,13.0,17.0,4.5,3.7,1.2,2.4,0.25,1.3,0.0871071489566763
15.2,3.4,10.6,18.8,8.0,19.6,0.0,0.5,14.0,13.0,0.175,0.08,2.0,18.0,0.14,0.02,0.1,0.33,0.4,1.5,4.5,4.8,20.0,8.0,4.0,2.6,3.7,1.7,0.38,1.1,0.0642122944599009
51.2,4.6,9.4,12.8,24.8,8.8,0.0,0.51,14.0,34.0,0.105,0.1,2.0,20.0,0.14,0.07,0.1,0.43,1.2,1.2,5.0,4.9,27.0,19.0,2.9,2.7,3.8,1.6,0.93,3.7,0.0228593804665755
26.0,7.0,9.4,10.4,18.8,28.0,0.0,0.5,14.0,30.0,0.07,0.05,2.0,23.0,0.035,0.01,0.1,0.49,2.3,3.4,4.9,1.8,8.0,0.0,1.4,2.6,2.9,2.7,1.5,1.7,0.0437091256907619
51.2,9.4,13.0,12.8,21.2,18.4,0.0,0.51,14.0,20.0,0.035,0.01,2.0,30.0,0.07,0.04,0.1,0.14,1.2,1.3,4.6,3.7,7.0,4.0,3.9,3.8,0.7,4.8,0.57,2.7,0.0156136373639939
36.8,1.0,13.0,10.4,16.4,53.2,0.0,0.5,14.0,25.0,0.175,0.04,2.0,34.0,0.105,0.05,0.1,0.34,1.4,3.0,4.4,4.3,29.0,3.0,2.5,1.8,1.1,1.9,0.51,2.4,0.0212687372580573
48.8,2.2,5.8,6.8,17.6,7.6,0.0,0.51,14.0,22.0,0.035,0.03,2.0,18.0,0.14,0.05,0.1,0.27,2.3,1.2,3.7,3.3,21.0,25.0,1.7,2.7,1.8,1.9,0.27,1.9,0.0382597480133875
48.8,1.0,2.2,3.2,17.6,17.2,0.0,0.5,14.0,25.0,0.175,0.1,2.0,20.0,0.14,0.04,0.1,0.4,1.7,1.4,4.8,4.5,7.0,15.0,1.9,4.0,0.2,5.0,0.83,3.0,0.100774983589436
20.0,4.6,5.8,22.4,12.8,8.8,0.0,0.5,14.0,24.0,0.14,0.1,2.0,11.0,0.035,0.03,0.1,0.44,0.9,2.5,3.3,2.5,18.0,6.0,0.7,2.5,4.3,3.6,0.24,1.2,0.0906960069599736
16.4,5.8,10.6,5.6,8.0,41.2,0.0,0.5,14.0,35.0,0.175,0.03,2.0,20.0,0.175,0.1,0.1,0.46,0.9,1.2,2.3,3.9,18.0,9.0,3.3,2.5,3.9,2.4,0.11,1.1,0.0646745415318367
24.8,8.2,8.2,12.8,11.6,12.4,0.0,0.5,14.0,23.0,0.14,0.07,2.0,26.0,0.105,0.05,0.1,0.48,1.0,1.5,4.4,1.8,11.0,9.0,0.5,2.5,1.1,2.2,0.94,1.2,0.0518119675562454
