w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,Copperloss_Tx
21.2,13.0,10.6,26.0,3.2,22.0,0.0,0.51,14.0,13.0,0.175,0.09,2.0,34.0,0.14,0.07,0.1,0.26,0.3,0.7,1.5,2.7,8.0,2.0,3.0,3.4,4.7,4.9,0.16,1.0,15.5558938574541
38.0,5.8,5.8,6.8,16.4,18.4,0.0,0.5,14.0,26.0,0.175,0.03,2.0,18.0,0.14,0.04,0.1,0.19,1.1,2.8,3.6,2.4,7.0,18.0,0.7,0.4,1.8,3.0,0.99,1.7,2.95276782636768
32.0,3.4,7.0,3.2,16.4,17.2,0.0,0.51,14.0,34.0,0.105,0.05,2.0,14.0,0.105,0.05,0.1,0.5,2.2,3.2,3.1,4.4,3.0,29.0,4.9,4.2,4.8,3.6,0.18,2.1,14.7190468808492
47.6,8.2,4.6,15.2,10.4,20.8,0.0,0.5,14.0,22.0,0.105,0.09,2.0,9.0,0.07,0.05,0.1,0.2,1.3,2.1,2.6,4.6,30.0,20.0,3.7,2.9,1.7,5.0,0.17,2.1,24.5450453492732
20.0,9.4,10.6,11.6,26.0,19.6,0.0,0.5,14.0,15.0,0.07,0.05,2.0,24.0,0.035,0.01,0.1,0.08,2.2,1.2,5.0,5.0,11.0,19.0,4.9,4.9,2.7,0.7,0.21,3.3,19.7453147592063
17.6,1.0,11.8,3.2,11.6,16.0,0.0,0.51,14.0,21.0,0.07,0.04,2.0,34.0,0.105,0.07,0.1,0.38,0.7,1.6,2.9,4.8,19.0,4.0,4.3,1.8,3.7,4.8,0.1,2.7,29.3346504270023
26.0,7.0,8.2,18.8,11.6,12.4,0.0,0.5,14.0,12.0,0.14,0.08,2.0,17.0,0.07,0.01,0.1,0.36,1.2,1.2,2.2,3.0,28.0,12.0,1.7,1.2,4.1,2.4,0.45,1.5,5.62693455697078
30.8,7.0,7.0,18.8,12.8,5.2,0.0,0.5,14.0,15.0,0.105,0.03,2.0,18.0,0.175,0.03,0.1,0.33,1.5,1.8,3.7,4.5,13.0,24.0,3.2,3.3,3.9,3.6,0.5,2.8,7.66258151813198
46.4,3.4,4.6,6.8,6.8,24.4,0.0,0.51,14.0,18.0,0.105,0.01,2.0,8.0,0.105,0.04,0.1,0.21,0.4,0.8,4.8,2.0,30.0,16.0,3.0,2.5,4.2,3.7,0.15,1.5,20.5374027452752
28.4,1.0,7.0,12.8,10.4,49.6,0.0,0.51,14.0,11.0,0.14,0.01,2.0,31.0,0.105,0.02,0.1,0.4,1.0,0.9,2.4,3.1,20.0,22.0,3.4,1.4,0.4,2.4,0.5,2.3,4.59403975759788
38.0,5.8,5.8,20.0,3.2,53.2,0.0,0.5,14.0,24.0,0.14,0.07,2.0,9.0,0.07,0.07,0.1,0.11,0.2,1.4,1.5,4.8,12.0,21.0,3.6,2.3,2.8,3.8,0.11,1.1,23.0930310513862
30.8,11.8,7.0,12.8,21.2,53.2,0.0,0.51,14.0,15.0,0.105,0.02,2.0,17.0,0.14,0.07,0.1,0.2,1.8,1.9,4.2,2.5,0.0,28.0,0.7,0.2,4.9,2.6,0.8,2.4,5.92472030462515
38.0,10.6,5.8,21.2,12.8,14.8,0.0,0.5,14.0,23.0,0.035,0.02,2.0,34.0,0.105,0.03,0.1,0.37,1.3,2.9,4.2,5.0,3.0,1.0,1.8,4.0,3.5,1.5,0.56,1.0,23.1945337333513
20.0,8.2,10.6,18.8,12.8,36.4,0.0,0.51,14.0,7.0,0.175,0.04,2.0,26.0,0.105,0.06,0.1,0.48,1.5,0.9,3.3,2.8,28.0,2.0,2.7,0.5,3.1,4.9,0.47,2.7,4.15101020546729
39.2,4.6,5.8,18.8,26.0,13.6,0.0,0.51,14.0,27.0,0.105,0.03,2.0,10.0,0.07,0.06,0.1,0.13,2.9,3.0,4.7,4.0,7.0,16.0,4.2,1.9,1.2,1.8,0.34,3.9,14.141225088502
48.8,4.6,4.6,14.0,16.4,8.8,0.0,0.5,14.0,27.0,0.175,0.05,2.0,23.0,0.14,0.02,0.1,0.26,1.4,1.8,4.2,4.5,27.0,30.0,1.6,3.4,0.3,2.1,1.23,1.7,5.50237074826292
30.8,9.4,7.0,21.2,12.8,23.2,0.0,0.51,14.0,34.0,0.07,0.01,2.0,9.0,0.175,0.09,0.1,0.22,1.6,2.0,4.3,2.0,2.0,19.0,4.7,0.1,1.2,2.7,0.23,1.9,24.4431163819261
20.0,8.2,10.6,4.4,20.0,38.8,0.0,0.51,14.0,20.0,0.14,0.04,2.0,18.0,0.07,0.01,0.1,0.29,1.1,2.6,4.2,3.8,22.0,18.0,0.7,2.7,1.2,2.0,0.8,2.1,4.04600306739851
20.0,8.2,10.6,4.4,20.0,38.8,0.0,0.51,14.0,20.0,0.14,0.04,2.0,18.0,0.07,0.01,0.1,0.29,1.1,2.6,4.2,3.8,22.0,18.0,0.7,2.7,1.2,2.0,0.8,2.1,4.04600306739851
20.0,8.2,10.6,4.4,20.0,38.8,0.0,0.51,14.0,20.0,0.14,0.04,2.0,18.0,0.07,0.01,0.1,0.29,1.1,2.6,4.2,3.8,22.0,18.0,0.7,2.7,1.2,2.0,0.8,2.1,4.04600306739851
29.6,7.0,8.2,6.8,3.2,12.4,0.0,0.51,14.0,29.0,0.175,0.1,2.0,19.0,0.035,0.01,0.1,0.41,0.4,0.4,2.0,3.4,16.0,9.0,1.4,3.4,4.4,5.0,0.13,1.0,10.2308401539604
29.6,7.0,8.2,6.8,3.2,12.4,0.0,0.51,14.0,29.0,0.175,0.1,2.0,19.0,0.035,0.01,0.1,0.41,0.4,0.4,2.0,3.4,16.0,9.0,1.4,3.4,4.4,5.0,0.13,1.0,10.2308401539604
29.6,7.0,8.2,6.8,3.2,12.4,0.0,0.51,14.0,29.0,0.175,0.1,2.0,19.0,0.035,0.01,0.1,0.41,0.4,0.4,2.0,3.4,16.0,9.0,1.4,3.4,4.4,5.0,0.13,1.0,10.2308401539604
24.8,7.0,9.4,8.0,3.2,13.6,0.0,0.5,14.0,21.0,0.14,0.02,2.0,17.0,0.14,0.01,0.1,0.15,0.3,2.1,1.5,3.5,1.0,12.0,1.8,1.0,0.8,1.2,0.29,1.3,7.28828331681628
38.0,2.2,5.8,23.6,10.4,20.8,0.0,0.51,14.0,25.0,0.105,0.01,2.0,13.0,0.175,0.07,0.1,0.23,0.9,3.3,2.1,2.2,21.0,8.0,3.9,4.5,3.1,0.9,0.54,1.2,5.50491022696434
36.8,4.6,5.8,20.0,11.6,23.2,0.0,0.51,14.0,18.0,0.07,0.04,2.0,24.0,0.14,0.06,0.1,0.17,0.7,2.3,3.8,3.2,18.0,2.0,1.3,0.1,4.1,3.9,0.27,1.8,21.0481755892236
35.6,13.0,7.0,4.4,4.4,18.4,0.0,0.51,14.0,35.0,0.175,0.06,2.0,16.0,0.14,0.04,0.1,0.39,0.3,4.7,2.0,1.5,25.0,11.0,4.0,1.6,0.6,5.0,0.28,1.3,9.60592758510469
34.4,5.8,7.0,14.0,5.6,23.2,0.0,0.5,14.0,32.0,0.07,0.03,2.0,26.0,0.175,0.09,0.1,0.36,0.6,4.4,2.5,2.9,14.0,22.0,3.8,2.0,2.1,2.5,0.22,1.3,27.764965100637
50.0,4.6,4.6,5.6,6.8,46.0,0.0,0.5,14.0,30.0,0.105,0.07,2.0,10.0,0.105,0.05,0.1,0.45,0.7,3.2,2.5,4.6,4.0,2.0,3.8,1.6,3.0,3.5,0.35,2.3,9.08228306455173
17.6,9.4,13.0,21.2,6.8,31.6,0.0,0.5,14.0,32.0,0.07,0.07,2.0,22.0,0.14,0.06,0.1,0.28,0.8,0.8,2.8,4.5,13.0,8.0,2.6,3.6,1.0,2.8,0.62,2.7,6.635137559855
24.8,13.0,9.4,21.2,4.4,42.4,0.0,0.5,14.0,27.0,0.035,0.02,2.0,10.0,0.105,0.1,0.1,0.38,0.5,0.5,2.4,1.5,22.0,13.0,4.4,3.5,1.4,3.3,0.34,1.0,23.3870287867483
27.2,10.6,8.2,15.2,11.6,26.8,0.0,0.51,14.0,34.0,0.14,0.04,2.0,18.0,0.14,0.04,0.1,0.24,0.8,2.1,3.3,2.1,16.0,19.0,2.7,2.4,1.0,2.7,0.64,1.1,5.44115216061493
23.6,10.6,9.4,16.4,23.6,36.4,0.0,0.5,14.0,33.0,0.035,0.03,2.0,15.0,0.175,0.08,0.1,0.34,2.2,1.1,4.1,4.2,25.0,7.0,4.2,3.3,3.1,2.8,0.69,3.0,13.8898030232923
21.2,7.0,11.8,4.4,3.2,36.4,0.0,0.51,14.0,35.0,0.07,0.03,2.0,8.0,0.175,0.08,0.1,0.24,0.3,0.2,1.5,2.4,14.0,19.0,0.8,4.5,4.4,2.1,0.16,1.3,6.21152845918463
17.6,11.8,13.0,22.4,3.2,13.6,0.0,0.5,14.0,25.0,0.14,0.08,2.0,31.0,0.035,0.02,0.1,0.04,0.2,2.1,1.8,4.0,29.0,1.0,4.4,4.9,0.5,1.8,0.17,1.3,12.5372881049858
33.2,7.0,7.0,20.0,18.8,10.0,0.0,0.51,14.0,33.0,0.07,0.06,2.0,16.0,0.105,0.08,0.1,0.5,1.5,2.7,4.3,3.3,0.0,4.0,3.5,4.3,2.3,2.1,1.36,1.6,6.7795149335895
33.2,7.0,7.0,20.0,18.8,10.0,0.0,0.51,14.0,33.0,0.07,0.06,2.0,16.0,0.105,0.08,0.1,0.5,1.5,2.7,4.3,3.3,0.0,4.0,3.5,4.3,2.3,2.1,1.36,1.6,6.7795149335895
33.2,7.0,7.0,20.0,18.8,10.0,0.0,0.51,14.0,33.0,0.07,0.06,2.0,16.0,0.105,0.08,0.1,0.5,1.5,2.7,4.3,3.3,0.0,4.0,3.5,4.3,2.3,2.1,1.36,1.6,6.7795149335895
26.0,10.6,8.2,24.8,21.2,43.6,0.0,0.5,14.0,32.0,0.07,0.03,2.0,17.0,0.07,0.02,0.1,0.28,1.0,0.7,4.6,4.3,2.0,8.0,1.9,3.3,2.8,2.3,0.51,3.7,9.54672239046412
21.2,10.6,10.6,22.4,4.4,44.8,0.0,0.5,14.0,15.0,0.105,0.02,2.0,27.0,0.14,0.08,0.1,0.29,0.5,0.6,3.2,3.5,19.0,6.0,1.6,4.5,2.5,4.8,0.23,1.0,11.3242976608033
23.6,11.8,9.4,26.0,11.6,13.6,0.0,0.5,14.0,16.0,0.14,0.1,2.0,33.0,0.14,0.01,0.1,0.16,1.0,1.3,4.3,3.3,1.0,0.0,0.7,3.9,4.4,1.1,0.24,2.3,8.99767707237448
27.2,3.4,8.2,8.0,21.2,32.8,0.0,0.5,14.0,23.0,0.105,0.03,2.0,25.0,0.105,0.06,0.1,0.15,2.2,0.6,4.6,4.5,24.0,18.0,3.5,1.3,3.3,4.0,0.21,2.6,23.922808203682
23.6,8.2,10.6,15.2,4.4,34.0,0.0,0.51,14.0,29.0,0.175,0.03,2.0,17.0,0.14,0.03,0.1,0.34,0.5,2.9,1.4,4.9,12.0,18.0,4.1,4.8,1.7,3.0,0.13,1.0,14.5031925576398
46.4,8.2,4.6,26.0,17.6,23.2,0.0,0.5,14.0,23.0,0.105,0.03,2.0,24.0,0.105,0.09,0.1,0.47,0.9,1.5,4.8,4.0,30.0,18.0,1.4,1.4,0.8,1.1,0.38,3.0,11.6262946005361
24.8,7.0,9.4,20.0,16.4,5.2,0.0,0.5,14.0,24.0,0.105,0.05,2.0,33.0,0.035,0.02,0.1,0.15,2.2,2.5,4.1,5.0,18.0,17.0,1.6,3.9,4.1,0.2,0.38,3.2,10.1794570081507
21.2,13.0,10.6,10.4,10.4,16.0,0.0,0.51,14.0,33.0,0.07,0.03,2.0,12.0,0.14,0.06,0.1,0.21,0.9,4.1,4.6,5.0,0.0,4.0,2.2,2.2,3.1,4.4,0.19,1.8,6.37883273748661
23.6,9.4,9.4,20.0,23.6,20.8,0.0,0.51,14.0,29.0,0.175,0.03,2.0,7.0,0.175,0.03,0.1,0.42,1.6,0.4,4.6,3.8,10.0,24.0,0.7,3.4,0.4,2.1,0.23,2.9,7.75816889499963
47.6,11.8,4.6,24.8,16.4,38.8,0.0,0.5,14.0,35.0,0.07,0.02,2.0,23.0,0.07,0.04,0.1,0.49,1.6,0.7,4.0,4.2,21.0,4.0,0.2,4.6,4.8,3.1,0.64,1.4,6.20021088998637
27.2,13.0,8.2,5.6,14.0,31.6,0.0,0.5,14.0,22.0,0.105,0.09,2.0,5.0,0.14,0.09,0.1,0.33,1.0,1.9,4.6,3.2,17.0,0.0,2.6,1.2,5.0,2.8,0.7,1.6,5.45816200875252
16.4,10.6,13.0,16.4,24.8,28.0,0.0,0.51,14.0,6.0,0.14,0.1,2.0,26.0,0.105,0.08,0.1,0.42,1.3,0.7,4.1,5.0,18.0,1.0,0.3,4.3,4.6,1.5,0.52,3.7,4.02631595597294
33.2,9.4,7.0,23.6,17.6,5.2,0.0,0.51,14.0,23.0,0.035,0.03,2.0,9.0,0.035,0.02,0.1,0.15,1.2,1.8,4.4,3.6,12.0,18.0,0.7,1.8,1.0,0.8,0.38,1.9,7.5461582612462
27.2,5.8,9.4,2.0,3.2,24.4,0.0,0.51,14.0,5.0,0.175,0.08,2.0,20.0,0.14,0.05,0.1,0.21,0.2,0.3,1.2,1.2,19.0,23.0,4.8,2.1,0.4,5.0,0.12,1.1,9.12930285893894
48.8,8.2,4.6,6.8,21.2,50.8,0.0,0.5,14.0,8.0,0.14,0.08,2.0,15.0,0.14,0.07,0.1,0.26,2.6,0.5,4.5,4.3,3.0,27.0,0.8,0.2,0.6,3.0,0.49,2.4,7.05234667990604
24.8,4.6,10.6,14.0,26.0,5.2,0.0,0.51,14.0,10.0,0.105,0.06,2.0,28.0,0.035,0.03,0.1,0.37,1.8,1.1,4.8,4.4,9.0,6.0,2.0,0.1,4.1,1.3,0.58,4.2,5.86094254150976
35.6,13.0,7.0,22.4,9.2,11.2,0.0,0.51,14.0,12.0,0.175,0.05,2.0,9.0,0.07,0.06,0.1,0.45,0.6,0.5,5.0,4.1,29.0,21.0,1.6,4.1,3.1,2.5,0.48,1.9,11.3201032627814
35.6,13.0,7.0,22.4,9.2,11.2,0.0,0.51,14.0,12.0,0.175,0.05,2.0,9.0,0.07,0.06,0.1,0.45,0.6,0.5,5.0,4.1,29.0,21.0,1.6,4.1,3.1,2.5,0.48,1.9,11.3201032627814
35.6,13.0,7.0,22.4,9.2,11.2,0.0,0.51,14.0,12.0,0.175,0.05,2.0,9.0,0.07,0.06,0.1,0.45,0.6,0.5,5.0,4.1,29.0,21.0,1.6,4.1,3.1,2.5,0.48,1.9,11.3201032627814
50.0,13.0,4.6,12.8,24.8,20.8,0.0,0.51,14.0,35.0,0.175,0.05,2.0,35.0,0.07,0.07,0.1,0.41,2.9,3.7,4.8,4.7,6.0,30.0,2.2,0.5,3.9,4.0,1.24,3.7,5.99467200312255
32.0,3.4,7.0,23.6,22.4,50.8,0.0,0.5,14.0,13.0,0.07,0.06,2.0,30.0,0.175,0.05,0.1,0.37,2.3,1.2,4.7,3.8,23.0,0.0,4.6,0.9,0.8,1.1,0.77,3.5,7.86590273072697
17.6,10.6,13.0,3.2,10.4,11.2,0.0,0.51,14.0,25.0,0.105,0.08,2.0,13.0,0.07,0.06,0.1,0.34,1.2,2.1,2.7,2.9,23.0,8.0,2.3,0.6,2.7,0.1,0.49,1.2,5.49360507628968
27.2,3.4,8.2,18.8,6.8,11.2,0.0,0.51,14.0,14.0,0.105,0.02,2.0,25.0,0.105,0.05,0.1,0.13,0.4,0.4,3.1,2.1,26.0,29.0,1.6,2.2,2.8,4.4,0.13,1.6,19.78628653026
39.2,5.8,5.8,14.0,23.6,50.8,0.0,0.51,14.0,33.0,0.105,0.02,2.0,33.0,0.14,0.03,0.1,0.26,1.7,1.3,4.8,3.7,9.0,27.0,1.8,3.3,1.4,2.5,1.07,3.4,4.80100971012239
33.2,9.4,7.0,20.0,20.0,14.8,0.0,0.51,14.0,34.0,0.07,0.03,2.0,9.0,0.105,0.09,0.1,0.29,2.2,4.0,4.8,2.6,24.0,15.0,3.2,1.5,3.5,1.5,0.5,2.1,14.5688688656798
39.2,8.2,5.8,10.4,10.4,7.6,0.0,0.51,14.0,35.0,0.105,0.03,2.0,21.0,0.14,0.09,0.1,0.45,0.4,0.8,2.2,2.8,28.0,29.0,4.5,0.5,1.8,3.9,0.36,1.3,9.04406634847874
17.6,9.4,13.0,22.4,17.6,30.4,0.0,0.5,14.0,26.0,0.105,0.1,2.0,31.0,0.105,0.07,0.1,0.21,1.6,1.8,4.1,4.2,8.0,18.0,2.9,2.9,1.5,4.4,1.5,2.9,4.0318867043573
21.2,9.4,10.6,12.8,11.6,46.0,0.0,0.51,14.0,34.0,0.14,0.03,2.0,17.0,0.07,0.05,0.1,0.5,1.4,1.3,3.1,2.7,5.0,11.0,2.8,3.4,0.1,1.3,1.24,1.4,4.98735270901624
47.6,8.2,4.6,8.0,9.2,47.2,0.0,0.51,14.0,34.0,0.07,0.06,2.0,21.0,0.14,0.02,0.1,0.46,0.7,1.0,2.6,4.3,19.0,26.0,2.9,3.1,2.2,4.6,0.21,2.4,23.8653332578519
38.0,1.0,5.8,10.4,16.4,25.6,0.0,0.51,14.0,12.0,0.14,0.04,2.0,7.0,0.105,0.01,0.1,0.36,2.1,1.5,4.4,3.0,11.0,11.0,5.0,3.2,4.3,1.5,0.44,2.9,6.39476450764509
39.2,2.2,5.8,5.6,26.0,36.4,0.0,0.5,14.0,31.0,0.105,0.1,2.0,18.0,0.175,0.09,0.1,0.47,2.8,3.7,4.7,4.5,11.0,29.0,1.5,2.6,0.1,4.5,1.61,4.3,4.72489625809756
20.0,2.2,10.6,9.2,23.6,5.2,0.0,0.5,14.0,27.0,0.175,0.04,2.0,30.0,0.175,0.04,0.1,0.37,2.5,3.3,4.2,3.8,20.0,7.0,0.1,1.0,4.3,3.7,1.13,3.6,4.89443033168288
40.4,9.4,5.8,3.2,6.8,8.8,0.0,0.51,14.0,26.0,0.105,0.06,2.0,21.0,0.105,0.03,0.1,0.2,0.3,0.7,4.1,3.2,21.0,22.0,3.6,0.1,4.0,1.6,0.17,1.1,15.447199420235
48.8,9.4,4.6,4.4,16.4,49.6,0.0,0.5,14.0,35.0,0.14,0.06,2.0,32.0,0.175,0.1,0.1,0.25,1.2,2.8,4.1,4.3,7.0,5.0,2.1,3.6,0.5,2.7,0.44,3.6,7.93324691655747
52.4,9.4,4.6,10.4,8.0,50.8,0.0,0.51,14.0,24.0,0.105,0.07,2.0,17.0,0.175,0.03,0.1,0.38,0.4,3.0,2.5,3.3,30.0,19.0,3.7,4.6,1.7,1.8,0.17,1.4,24.8460338515713
40.4,4.6,5.8,5.6,17.6,4.0,0.0,0.5,14.0,20.0,0.07,0.02,2.0,11.0,0.07,0.06,0.1,0.28,1.7,1.4,3.7,3.6,1.0,12.0,2.5,3.5,2.6,0.3,0.39,2.2,13.5225407671565
20.0,13.0,11.8,16.4,6.8,48.4,0.0,0.5,14.0,21.0,0.175,0.06,2.0,13.0,0.07,0.01,0.1,0.39,0.6,0.9,2.0,2.1,4.0,12.0,3.7,1.3,1.7,1.0,0.52,1.5,3.89374677638599
42.8,4.6,5.8,2.0,5.6,28.0,0.0,0.5,14.0,33.0,0.175,0.03,2.0,25.0,0.14,0.04,0.1,0.22,0.7,1.4,2.1,2.4,8.0,16.0,2.8,2.2,0.3,3.4,0.39,1.0,6.60628210053171
51.2,9.4,4.6,9.2,15.2,41.2,0.0,0.51,14.0,30.0,0.175,0.09,2.0,33.0,0.14,0.1,0.1,0.32,1.8,2.8,3.2,2.7,24.0,6.0,4.4,2.7,4.1,2.6,0.68,1.8,3.74271268780329
38.0,3.4,5.8,26.0,18.8,48.4,0.0,0.51,14.0,31.0,0.105,0.06,2.0,22.0,0.035,0.03,0.1,0.35,1.9,3.1,3.9,4.9,0.0,27.0,4.6,4.7,2.7,2.5,1.51,2.4,5.23980172599363
39.2,13.0,5.8,12.8,20.0,49.6,0.0,0.5,14.0,35.0,0.175,0.05,2.0,11.0,0.105,0.07,0.1,0.4,1.0,3.1,3.3,3.3,0.0,27.0,0.5,4.8,2.2,3.8,0.27,3.1,9.26104357841357
40.4,11.8,5.8,17.6,6.8,8.8,0.0,0.51,14.0,27.0,0.14,0.1,2.0,9.0,0.105,0.04,0.1,0.24,0.8,1.7,2.3,3.6,17.0,14.0,2.9,1.3,2.9,3.2,0.34,1.5,8.6173173722432
41.6,11.8,5.8,6.8,3.2,10.0,0.0,0.5,14.0,13.0,0.105,0.04,2.0,13.0,0.14,0.02,0.1,0.27,0.4,1.4,1.4,4.3,0.0,3.0,0.9,4.0,3.2,2.0,0.26,1.0,12.4420849794382
21.2,5.8,10.6,15.2,15.2,43.6,0.0,0.5,14.0,26.0,0.175,0.03,2.0,28.0,0.035,0.01,0.1,0.02,1.5,2.1,4.1,2.3,3.0,0.0,0.7,1.8,1.1,1.3,0.68,1.0,4.05170767155283
33.2,3.4,7.0,26.0,15.2,17.2,0.0,0.51,14.0,32.0,0.14,0.06,2.0,16.0,0.175,0.01,0.1,0.35,1.8,3.4,4.5,1.9,20.0,3.0,3.7,0.4,1.6,1.9,0.31,1.6,6.80745386023184
50.0,13.0,4.6,21.2,8.0,10.0,0.0,0.51,14.0,34.0,0.07,0.05,2.0,24.0,0.105,0.04,0.1,0.33,0.9,2.2,3.7,4.4,9.0,27.0,0.8,3.8,1.8,3.0,0.7,1.4,11.2608361175531
21.2,13.0,10.6,11.6,9.2,25.6,0.0,0.51,14.0,23.0,0.105,0.06,2.0,13.0,0.14,0.02,0.1,0.3,0.9,2.4,2.1,2.9,6.0,19.0,1.5,1.2,0.7,1.8,0.61,1.5,5.68851816740209
33.2,8.2,7.0,4.4,11.6,38.8,0.0,0.51,14.0,10.0,0.175,0.06,2.0,34.0,0.14,0.06,0.1,0.19,1.1,1.3,4.5,3.3,15.0,17.0,0.7,2.3,2.0,2.9,0.21,1.3,8.24408018066114
18.8,8.2,13.0,6.8,6.8,20.8,0.0,0.51,14.0,24.0,0.14,0.07,2.0,33.0,0.175,0.06,0.1,0.29,0.7,0.7,3.4,3.4,1.0,1.0,3.7,2.0,0.4,1.2,0.44,2.2,6.08411797613307
24.8,9.4,9.4,26.0,17.6,6.4,0.0,0.5,14.0,16.0,0.105,0.04,2.0,23.0,0.105,0.07,0.1,0.45,1.6,1.9,4.2,3.9,25.0,28.0,1.8,1.1,4.1,0.7,0.88,3.5,5.27102129504579
21.2,4.6,11.8,26.0,4.4,46.0,0.0,0.5,14.0,15.0,0.14,0.07,2.0,16.0,0.105,0.04,0.1,0.27,0.4,0.5,1.9,1.8,15.0,18.0,4.9,0.5,2.4,2.0,0.29,1.3,7.09216060490365
51.2,4.6,4.6,26.0,14.0,30.4,0.0,0.5,14.0,20.0,0.175,0.07,2.0,25.0,0.14,0.06,0.1,0.28,1.6,0.5,4.7,3.8,24.0,11.0,2.1,4.8,2.3,0.4,0.12,3.1,21.8132554243359
50.0,8.2,4.6,8.0,8.0,8.8,0.0,0.5,14.0,34.0,0.07,0.04,2.0,17.0,0.035,0.01,0.1,0.24,0.7,3.3,1.8,1.6,30.0,15.0,3.3,0.4,3.6,1.1,0.63,1.1,12.9250297307311
27.2,3.4,8.2,18.8,22.4,35.2,0.0,0.5,14.0,26.0,0.105,0.01,2.0,13.0,0.105,0.09,0.1,0.46,2.1,2.4,4.3,4.3,4.0,18.0,0.5,2.5,2.9,3.4,0.94,3.0,4.86253372016547
32.0,1.0,7.0,9.2,17.6,37.6,0.0,0.51,14.0,27.0,0.14,0.05,2.0,12.0,0.07,0.01,0.1,0.16,1.8,1.8,4.4,4.4,13.0,2.0,2.0,3.8,4.2,1.0,0.94,2.5,3.47728635210036
40.4,10.6,5.8,17.6,8.0,6.4,0.0,0.51,14.0,31.0,0.07,0.05,2.0,14.0,0.105,0.05,0.1,0.18,0.4,3.9,4.1,1.3,25.0,6.0,3.8,4.8,4.5,3.9,0.3,1.0,21.8313827625724
17.6,7.0,13.0,18.8,10.4,43.6,0.0,0.51,14.0,28.0,0.035,0.02,2.0,18.0,0.07,0.03,0.1,0.39,1.1,1.0,3.1,2.1,22.0,7.0,3.4,1.2,0.4,2.4,0.31,1.4,24.7805999935156
40.4,2.2,5.8,3.2,10.4,34.0,0.0,0.5,14.0,26.0,0.105,0.04,2.0,6.0,0.105,0.07,0.1,0.46,1.2,0.6,4.5,3.9,16.0,16.0,3.6,1.5,0.4,4.9,0.2,1.1,14.2717896271293
41.6,8.2,5.8,24.8,6.8,28.0,0.0,0.51,14.0,12.0,0.175,0.05,2.0,27.0,0.07,0.06,0.1,0.09,0.8,1.5,1.9,4.0,6.0,16.0,1.0,4.7,3.3,0.7,0.52,1.8,6.02154538782588
17.6,2.2,13.0,5.6,26.0,49.6,0.0,0.51,14.0,34.0,0.035,0.01,2.0,19.0,0.14,0.01,0.1,0.37,1.5,4.1,4.3,4.9,22.0,3.0,0.2,1.3,4.7,0.6,0.35,4.0,18.691071072648
33.2,7.0,7.0,10.4,4.4,7.6,0.0,0.51,14.0,25.0,0.105,0.02,2.0,29.0,0.035,0.01,0.1,0.39,0.5,2.9,2.6,1.5,6.0,5.0,3.5,3.8,1.6,2.3,0.2,1.0,16.9159078871046
40.4,10.6,5.8,17.6,8.0,37.6,0.0,0.51,14.0,33.0,0.14,0.06,2.0,23.0,0.07,0.01,0.1,0.3,0.8,3.4,3.0,4.0,10.0,1.0,4.1,2.1,2.8,4.6,0.3,2.5,10.9780308239558
21.2,7.0,11.8,5.6,3.2,16.0,0.0,0.51,14.0,34.0,0.105,0.06,2.0,19.0,0.07,0.06,0.1,0.4,0.4,3.5,2.0,4.7,24.0,26.0,1.2,4.9,3.1,2.4,0.11,1.0,25.0209180693416
40.4,5.8,5.8,26.0,3.2,47.2,0.0,0.51,14.0,12.0,0.14,0.01,2.0,29.0,0.035,0.02,0.1,0.14,0.4,1.4,1.2,4.7,18.0,10.0,2.6,0.7,0.6,1.6,0.17,1.1,16.9503770260972
50.0,11.8,4.6,8.0,9.2,23.2,0.0,0.5,14.0,27.0,0.105,0.04,2.0,16.0,0.07,0.04,0.1,0.1,0.6,1.3,4.6,2.9,17.0,10.0,1.7,0.7,0.9,4.8,0.5,1.1,10.1793629195496
18.8,13.0,11.8,12.8,18.8,41.2,0.0,0.5,14.0,22.0,0.07,0.01,2.0,32.0,0.07,0.04,0.1,0.3,1.2,2.2,4.8,3.3,7.0,8.0,5.0,0.9,1.0,4.1,0.84,2.6,6.50572873079614
35.6,9.4,7.0,23.6,8.0,7.6,0.0,0.5,14.0,28.0,0.14,0.1,2.0,14.0,0.175,0.08,0.1,0.49,0.5,2.8,2.9,3.9,9.0,20.0,5.0,4.2,4.9,0.2,0.46,1.1,7.56743259762053
20.0,7.0,11.8,6.8,26.0,43.6,0.0,0.51,14.0,34.0,0.175,0.07,2.0,23.0,0.07,0.05,0.1,0.44,1.1,2.7,4.7,4.4,3.0,29.0,1.1,4.0,0.8,3.0,0.18,4.2,9.15870857011105
33.2,3.4,7.0,9.2,5.6,5.2,0.0,0.5,14.0,4.0,0.175,0.06,2.0,26.0,0.14,0.08,0.1,0.24,0.3,0.2,3.2,5.0,27.0,27.0,3.0,1.3,1.7,1.3,0.16,1.6,9.09792073396399
