w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,Lmt_uH
51.2,8.2,5.8,6.8,3.2,18.4,0.0,0.51,14.0,21.0,0.105,0.05,2.0,19.0,0.035,0.01,0.1,0.08,0.4,1.0,1.7,3.7,29.0,4.0,0.4,4.3,4.8,4.5,0.29,1.4,672.753759986667
22.4,13.0,9.4,3.2,4.4,17.2,0.0,0.5,14.0,33.0,0.105,0.08,2.0,28.0,0.07,0.02,0.1,0.27,0.5,2.2,2.1,4.0,28.0,11.0,2.8,3.3,2.9,4.5,0.11,1.1,179.231748259533
12.8,4.6,13.0,8.0,9.2,28.0,0.0,0.5,14.0,30.0,0.14,0.05,2.0,29.0,0.105,0.01,0.1,0.08,0.7,2.3,3.5,3.5,28.0,1.0,4.8,1.2,2.3,4.8,0.25,2.1,151.771721430476
51.2,2.2,11.8,2.0,10.4,52.0,0.0,0.51,14.0,26.0,0.14,0.03,2.0,20.0,0.105,0.04,0.1,0.45,0.5,3.0,3.6,3.0,25.0,5.0,4.0,1.1,4.5,3.0,0.4,1.7,192.700027225565
26.0,8.2,4.6,24.8,6.8,38.8,0.0,0.51,14.0,24.0,0.105,0.1,2.0,13.0,0.105,0.08,0.1,0.17,0.5,2.2,4.0,4.9,2.0,24.0,3.9,4.0,1.8,1.2,0.11,1.4,641.948399950378
44.0,8.2,13.0,16.4,10.4,4.0,0.0,0.51,14.0,18.0,0.07,0.01,2.0,18.0,0.035,0.01,0.1,0.17,1.3,1.1,3.8,4.4,28.0,9.0,3.7,1.7,3.7,3.5,0.59,1.2,1009.60610107853
40.4,4.6,1.0,10.4,4.4,53.2,0.0,0.5,14.0,12.0,0.07,0.01,2.0,6.0,0.14,0.05,0.1,0.31,0.3,0.6,1.6,4.3,25.0,18.0,0.7,2.7,0.3,3.4,0.17,1.1,474.553543760719
36.8,11.8,13.0,26.0,5.6,25.6,0.0,0.51,14.0,32.0,0.07,0.02,2.0,23.0,0.14,0.01,0.1,0.46,0.6,0.9,3.3,3.3,25.0,1.0,3.3,1.7,0.4,2.0,0.31,1.1,1187.78448382148
9.2,10.6,9.4,15.2,11.6,30.4,0.0,0.5,14.0,15.0,0.105,0.02,2.0,28.0,0.175,0.08,0.1,0.3,1.4,0.8,4.5,3.4,27.0,29.0,1.7,2.0,1.2,1.8,0.64,2.9,214.918176133528
15.2,13.0,13.0,14.0,14.0,35.2,0.0,0.51,14.0,35.0,0.175,0.03,2.0,28.0,0.175,0.08,0.1,0.46,1.7,3.3,3.5,3.4,13.0,6.0,2.0,3.8,2.4,4.0,0.26,2.4,353.175623557515
21.2,1.0,5.8,8.0,18.8,46.0,0.0,0.5,14.0,33.0,0.07,0.06,2.0,15.0,0.175,0.06,0.1,0.23,2.5,2.5,3.9,3.4,25.0,14.0,4.5,0.8,2.2,2.9,0.57,2.7,116.373070785805
46.4,5.8,7.0,15.2,26.0,22.0,0.0,0.51,14.0,35.0,0.035,0.01,2.0,33.0,0.14,0.01,0.1,0.46,1.7,1.1,4.5,3.9,18.0,18.0,1.3,2.9,0.1,2.5,0.66,3.7,806.331995699408
11.6,11.8,9.4,10.4,11.6,12.4,0.0,0.51,14.0,13.0,0.07,0.04,2.0,30.0,0.105,0.08,0.1,0.33,1.0,1.7,4.5,4.8,15.0,10.0,2.6,0.2,3.0,1.4,0.37,4.2,232.280366332343
44.0,4.6,2.2,9.2,9.2,28.0,0.0,0.5,14.0,24.0,0.175,0.02,2.0,9.0,0.07,0.05,0.1,0.26,0.9,1.7,4.7,4.0,30.0,14.0,3.4,1.0,4.8,4.2,0.42,2.3,539.662275963842
18.8,5.8,8.2,10.4,9.2,29.2,0.0,0.5,14.0,27.0,0.14,0.1,2.0,14.0,0.105,0.1,0.1,0.41,0.4,1.8,4.7,4.9,19.0,0.0,3.9,0.8,1.1,1.3,0.33,3.8,279.187004913762
46.4,9.4,2.2,8.0,5.6,53.2,0.0,0.5,14.0,24.0,0.175,0.02,2.0,18.0,0.14,0.08,0.1,0.41,0.5,0.9,2.5,4.9,26.0,30.0,3.1,2.2,0.8,4.6,0.37,1.1,618.31449481481
24.8,11.8,4.6,26.0,11.6,40.0,0.0,0.51,14.0,26.0,0.14,0.09,2.0,31.0,0.175,0.02,0.1,0.33,0.5,1.7,3.4,2.4,27.0,12.0,3.3,4.9,4.9,3.4,0.33,2.0,726.98125311704
41.6,9.4,2.2,20.0,3.2,48.4,0.0,0.51,14.0,19.0,0.14,0.02,2.0,18.0,0.07,0.06,0.1,0.24,0.4,2.2,1.7,4.6,27.0,22.0,5.0,4.4,2.5,4.7,0.29,1.0,949.467217152566
22.4,1.0,7.0,3.2,15.2,36.4,0.0,0.5,14.0,22.0,0.175,0.07,2.0,34.0,0.175,0.03,0.1,0.2,0.9,0.9,4.8,2.7,4.0,14.0,3.3,3.2,0.1,0.5,0.35,1.3,96.9138876975399
17.6,11.8,4.6,21.2,12.8,4.0,0.0,0.5,14.0,21.0,0.14,0.07,2.0,22.0,0.035,0.02,0.1,0.44,1.2,1.5,4.3,1.8,28.0,28.0,3.0,2.7,0.7,3.3,0.85,1.5,509.016618319547
18.8,9.4,9.4,20.0,23.6,35.2,0.0,0.51,14.0,26.0,0.105,0.08,2.0,33.0,0.07,0.01,0.1,0.49,2.0,1.4,4.6,4.4,2.0,1.0,1.0,1.6,4.5,4.3,0.19,3.7,460.993806702638
17.6,4.6,10.6,14.0,24.8,31.6,0.0,0.51,14.0,34.0,0.14,0.08,2.0,19.0,0.175,0.09,0.1,0.48,2.3,4.1,4.5,4.9,7.0,23.0,4.8,0.3,2.9,2.4,1.37,3.7,278.272919089095
38.0,10.6,3.4,9.2,23.6,14.8,0.0,0.5,14.0,35.0,0.175,0.08,2.0,33.0,0.14,0.08,0.1,0.23,2.4,3.2,4.7,4.7,12.0,16.0,3.0,0.4,1.3,3.2,0.75,4.2,594.043104504
46.4,2.2,10.6,20.0,8.0,11.2,0.0,0.51,14.0,10.0,0.175,0.03,2.0,5.0,0.105,0.04,0.1,0.47,1.0,0.3,1.9,2.3,21.0,11.0,3.8,4.8,4.3,2.7,0.26,1.2,537.233333135651
14.0,4.6,4.6,21.2,14.0,29.2,0.0,0.51,14.0,27.0,0.105,0.05,2.0,26.0,0.035,0.01,0.1,0.21,1.5,2.5,5.0,2.4,15.0,21.0,0.1,2.8,0.9,4.2,0.42,1.4,244.616665407134
9.2,7.0,7.0,9.2,12.8,5.2,0.0,0.51,14.0,22.0,0.07,0.04,2.0,10.0,0.14,0.07,0.1,0.34,1.4,2.5,4.8,3.5,21.0,12.0,0.4,3.2,0.6,1.3,0.58,2.5,147.708880056874
17.6,10.6,10.6,6.8,24.8,14.8,0.0,0.51,14.0,30.0,0.105,0.07,2.0,35.0,0.175,0.07,0.1,0.44,3.1,2.2,5.0,4.9,14.0,17.0,2.8,2.9,1.3,1.1,0.84,2.8,247.606440962523
42.8,5.8,5.8,5.6,21.2,5.2,0.0,0.51,14.0,16.0,0.07,0.06,2.0,32.0,0.175,0.1,0.1,0.38,2.4,1.6,4.0,3.5,2.0,29.0,2.5,1.2,0.5,0.9,1.55,2.4,449.566025497338
18.8,7.0,13.0,17.6,3.2,46.0,0.0,0.5,14.0,31.0,0.105,0.05,2.0,34.0,0.14,0.02,0.1,0.39,0.3,1.6,1.1,2.6,21.0,3.0,0.5,2.0,2.3,4.3,0.25,1.0,379.029135892341
33.2,13.0,13.0,20.0,16.4,13.6,0.0,0.51,14.0,29.0,0.175,0.04,2.0,22.0,0.175,0.06,0.1,0.16,1.5,2.3,4.6,2.0,11.0,25.0,2.1,3.1,1.9,4.4,1.4,1.9,987.245638202886
34.4,7.0,10.6,6.8,18.8,14.8,0.0,0.5,14.0,10.0,0.14,0.03,2.0,21.0,0.07,0.02,0.1,0.32,1.3,0.7,5.0,4.6,15.0,22.0,0.8,0.8,4.9,3.8,0.69,2.5,441.172671473129
14.0,4.6,11.8,21.2,3.2,50.8,0.0,0.51,14.0,35.0,0.14,0.02,2.0,27.0,0.035,0.03,0.1,0.08,0.2,2.5,1.9,2.5,22.0,2.0,3.0,3.4,2.9,3.1,0.16,1.1,241.802718495552
17.6,5.8,8.2,15.2,18.8,38.8,0.0,0.5,14.0,20.0,0.105,0.05,2.0,21.0,0.175,0.05,0.1,0.49,1.2,2.7,4.6,3.6,13.0,8.0,3.3,4.3,0.3,3.6,0.43,2.9,315.679833873475
34.4,2.2,1.0,18.8,5.6,6.4,0.0,0.5,14.0,33.0,0.07,0.07,2.0,6.0,0.07,0.06,0.1,0.42,0.7,2.8,1.4,3.3,19.0,22.0,4.5,0.1,1.0,2.6,0.19,1.0,361.843077262881
35.6,5.8,4.6,11.6,3.2,47.2,0.0,0.51,14.0,34.0,0.105,0.1,2.0,19.0,0.14,0.1,0.1,0.35,0.4,3.9,1.6,2.2,9.0,9.0,1.4,2.0,2.4,4.4,0.14,1.5,522.122466627565
48.8,7.0,11.8,17.6,14.0,26.8,0.0,0.51,14.0,11.0,0.14,0.02,2.0,13.0,0.105,0.03,0.1,0.23,1.1,1.0,4.1,2.8,18.0,29.0,2.3,4.9,0.1,3.2,0.1,1.1,1025.26299742621
11.6,3.4,2.2,21.2,11.6,22.0,0.0,0.5,14.0,22.0,0.07,0.06,2.0,35.0,0.105,0.04,0.1,0.5,0.7,0.6,3.0,4.4,29.0,3.0,4.3,4.1,3.8,1.9,0.39,1.1,172.051122611674
32.0,7.0,8.2,5.6,11.6,34.0,0.0,0.5,14.0,7.0,0.14,0.07,2.0,6.0,0.105,0.09,0.1,0.48,0.7,0.3,4.3,2.5,18.0,1.0,0.7,1.0,3.7,2.2,0.29,1.8,337.135280457294
11.6,4.6,13.0,22.4,8.0,20.8,0.0,0.5,14.0,24.0,0.105,0.07,2.0,17.0,0.105,0.01,0.1,0.11,0.6,2.5,2.6,1.6,15.0,12.0,3.4,4.6,1.3,2.3,0.22,1.4,224.582814706566
42.8,1.0,11.8,10.4,8.0,31.6,0.0,0.51,14.0,12.0,0.14,0.01,2.0,34.0,0.14,0.04,0.1,0.11,0.7,0.8,3.4,4.4,15.0,6.0,2.8,1.9,2.3,2.3,0.12,3.1,265.761780941343
52.4,7.0,7.0,6.8,3.2,38.8,0.0,0.51,14.0,30.0,0.07,0.05,2.0,25.0,0.14,0.01,0.1,0.16,0.3,1.1,1.2,2.9,6.0,9.0,1.1,1.2,2.7,0.1,0.27,1.1,622.041519601239
38.0,4.6,4.6,10.4,11.6,52.0,0.0,0.5,14.0,33.0,0.105,0.07,2.0,24.0,0.175,0.06,0.1,0.5,1.1,3.7,2.7,4.2,25.0,23.0,4.9,4.5,1.5,2.4,0.89,2.1,473.825166507268
48.8,9.4,10.6,26.0,8.0,40.0,0.0,0.5,14.0,29.0,0.07,0.06,2.0,20.0,0.14,0.03,0.1,0.2,0.8,0.3,3.7,2.5,3.0,29.0,3.5,0.8,2.6,2.7,0.13,2.4,1340.37632507373
34.4,5.8,9.4,16.4,20.0,53.2,0.0,0.5,14.0,35.0,0.14,0.04,2.0,24.0,0.105,0.1,0.1,0.5,1.4,4.6,5.0,3.8,30.0,21.0,4.1,1.5,4.6,0.3,1.3,3.4,610.645447586424
47.6,4.6,4.6,21.2,5.6,41.2,0.0,0.51,14.0,13.0,0.105,0.04,2.0,9.0,0.07,0.04,0.1,0.44,0.7,0.6,2.5,3.7,24.0,14.0,0.2,1.8,0.3,4.1,0.39,1.2,805.244343401
28.4,3.4,8.2,15.2,20.0,52.0,0.0,0.51,14.0,12.0,0.07,0.07,2.0,33.0,0.14,0.09,0.1,0.42,1.6,1.0,4.8,4.2,6.0,13.0,0.6,4.6,4.9,2.6,0.82,2.8,370.76354993117
44.0,5.8,8.2,17.6,23.6,26.8,0.0,0.5,14.0,34.0,0.105,0.04,2.0,21.0,0.105,0.09,0.1,0.4,2.4,1.7,4.6,4.0,1.0,5.0,3.9,4.8,1.9,1.3,0.97,3.7,870.045876337886
22.4,13.0,8.2,15.2,6.8,50.8,0.0,0.51,14.0,16.0,0.07,0.06,2.0,33.0,0.14,0.05,0.1,0.26,0.6,1.6,4.1,2.8,26.0,30.0,0.4,0.2,3.7,1.9,0.27,1.2,520.947882931135
38.0,13.0,3.4,22.4,15.2,50.8,0.0,0.5,14.0,20.0,0.175,0.05,2.0,26.0,0.07,0.07,0.1,0.22,1.5,2.4,2.8,2.6,17.0,18.0,3.9,2.8,4.4,1.1,1.47,2.0,965.551211493559
45.2,8.2,13.0,18.8,21.2,36.4,0.0,0.51,14.0,29.0,0.14,0.07,2.0,25.0,0.175,0.04,0.1,0.46,1.3,3.0,4.6,4.4,20.0,17.0,3.8,3.2,0.9,1.4,0.33,3.6,1055.82728736421
39.2,8.2,5.8,3.2,12.8,44.8,0.0,0.5,14.0,29.0,0.105,0.1,2.0,25.0,0.105,0.03,0.1,0.14,1.0,3.1,3.6,2.3,15.0,7.0,3.9,3.4,0.4,4.2,0.49,1.1,271.327745506763
14.0,13.0,2.2,4.4,11.6,13.6,0.0,0.51,14.0,20.0,0.105,0.09,2.0,23.0,0.07,0.03,0.1,0.19,1.2,0.6,4.3,2.3,15.0,24.0,1.0,4.0,4.2,1.6,0.25,1.8,139.122163590351
18.8,11.8,9.4,16.4,4.4,34.0,0.0,0.51,14.0,35.0,0.105,0.09,2.0,14.0,0.035,0.02,0.1,0.19,0.3,4.6,1.3,4.0,15.0,7.0,0.2,2.3,1.6,2.5,0.15,1.1,473.974054228971
36.8,2.2,4.6,20.0,6.8,42.4,0.0,0.51,14.0,22.0,0.175,0.07,2.0,31.0,0.105,0.08,0.1,0.16,0.8,2.2,3.9,4.6,30.0,21.0,3.9,0.9,2.4,1.2,0.35,2.5,385.499440980255
15.2,5.8,7.0,17.6,17.6,26.8,0.0,0.51,14.0,33.0,0.14,0.02,2.0,28.0,0.14,0.05,0.1,0.25,2.0,3.5,4.9,4.8,13.0,25.0,0.6,3.2,2.6,0.7,0.99,3.6,290.827347325873
8.0,3.4,3.4,8.0,12.8,34.0,0.0,0.5,14.0,29.0,0.14,0.04,2.0,30.0,0.14,0.02,0.1,0.22,1.3,1.5,4.9,1.9,10.0,20.0,2.6,2.7,0.2,2.1,1.13,1.2,81.9752920734013
50.0,2.2,9.4,21.2,5.6,8.8,0.0,0.51,14.0,10.0,0.14,0.06,2.0,11.0,0.105,0.01,0.1,0.19,0.6,0.7,2.6,4.0,12.0,2.0,1.8,1.0,1.2,3.5,0.4,1.8,602.074199430894
21.2,4.6,11.8,3.2,12.8,40.0,0.0,0.51,14.0,17.0,0.175,0.08,2.0,23.0,0.105,0.09,0.1,0.45,1.5,1.9,3.4,4.2,19.0,18.0,1.1,2.3,5.0,3.5,1.35,2.2,133.011308964196
24.8,7.0,7.0,4.4,20.0,16.0,0.0,0.5,14.0,28.0,0.07,0.04,2.0,15.0,0.105,0.09,0.1,0.48,1.6,3.4,4.9,3.5,15.0,13.0,1.1,2.4,4.7,2.9,0.53,1.6,230.66080549683
47.6,1.0,7.0,15.2,9.2,46.0,0.0,0.5,14.0,32.0,0.14,0.05,2.0,31.0,0.07,0.01,0.1,0.16,1.2,2.0,2.0,4.1,30.0,22.0,2.2,1.2,4.9,1.7,0.21,1.8,289.598421305323
22.4,7.0,8.2,10.4,3.2,13.6,0.0,0.51,14.0,29.0,0.105,0.1,2.0,30.0,0.14,0.08,0.1,0.22,0.2,3.0,1.3,3.6,18.0,16.0,0.7,2.6,1.7,2.8,0.1,1.0,377.824256297575
47.6,8.2,13.0,15.2,17.6,7.6,0.0,0.51,14.0,28.0,0.14,0.06,2.0,7.0,0.105,0.03,0.1,0.35,1.2,2.5,3.4,3.5,20.0,7.0,2.8,4.7,3.1,0.7,0.65,3.2,1051.00133103354
28.4,5.8,8.2,9.2,16.4,19.6,0.0,0.51,14.0,21.0,0.14,0.08,2.0,26.0,0.14,0.09,0.1,0.33,1.3,0.3,5.0,4.5,28.0,16.0,1.7,4.4,2.7,2.7,0.27,4.1,407.199034801808
24.8,4.6,7.0,20.0,16.4,32.8,0.0,0.51,14.0,14.0,0.175,0.05,2.0,25.0,0.07,0.05,0.1,0.33,2.0,1.7,4.7,2.5,25.0,16.0,3.9,2.2,0.1,0.2,1.34,1.2,418.883929547899
29.6,2.2,10.6,20.0,10.4,8.8,0.0,0.51,14.0,34.0,0.105,0.03,2.0,27.0,0.105,0.07,0.1,0.48,0.5,3.6,3.5,3.7,18.0,8.0,0.3,4.7,2.2,0.9,0.28,2.7,361.776219465907
46.4,4.6,8.2,5.6,18.8,31.6,0.0,0.5,14.0,18.0,0.175,0.02,2.0,13.0,0.035,0.03,0.1,0.41,1.0,2.2,4.2,4.9,21.0,8.0,0.5,2.6,2.3,1.5,0.94,1.7,446.441056849221
21.2,4.6,7.0,24.8,18.8,12.4,0.0,0.51,14.0,33.0,0.175,0.05,2.0,19.0,0.07,0.06,0.1,0.23,1.4,4.2,5.0,2.7,28.0,15.0,1.4,2.3,0.2,3.8,0.23,2.2,434.444660987529
50.0,2.2,2.2,2.0,8.0,52.0,0.0,0.51,14.0,28.0,0.175,0.05,2.0,11.0,0.105,0.02,0.1,0.08,0.5,1.4,3.0,4.8,2.0,19.0,0.9,1.8,1.8,4.2,0.42,2.7,0.028283774889131
34.4,5.8,7.0,14.0,20.0,18.4,0.0,0.5,14.0,21.0,0.105,0.08,2.0,9.0,0.14,0.01,0.1,0.17,2.2,1.0,3.5,4.4,17.0,15.0,1.9,1.2,0.4,1.0,0.43,2.9,592.204447135119
46.4,2.2,5.8,10.4,15.2,22.0,0.0,0.5,14.0,33.0,0.14,0.01,2.0,31.0,0.175,0.06,0.1,0.27,1.8,3.3,4.9,4.9,28.0,27.0,1.6,2.6,4.5,0.7,0.37,1.3,433.228767354529
41.6,11.8,7.0,15.2,16.4,32.8,0.0,0.51,14.0,33.0,0.14,0.1,2.0,31.0,0.14,0.02,0.1,0.32,1.2,3.7,3.1,4.6,18.0,12.0,0.5,2.4,1.9,4.7,0.51,2.6,976.70455945407
50.0,1.0,10.6,4.4,20.0,52.0,0.0,0.51,14.0,16.0,0.105,0.01,2.0,17.0,0.175,0.05,0.1,0.21,2.0,1.3,4.2,2.9,3.0,7.0,2.7,0.1,4.6,2.4,0.22,2.8,224.573270258617
52.4,13.0,3.4,23.6,16.4,31.6,0.0,0.5,14.0,25.0,0.07,0.04,2.0,21.0,0.07,0.03,0.1,0.33,1.9,2.3,4.8,3.0,20.0,27.0,1.6,2.1,0.8,4.7,0.9,1.1,1401.54273502454
41.6,13.0,8.2,20.0,26.0,29.2,0.0,0.51,14.0,33.0,0.175,0.08,2.0,13.0,0.105,0.09,0.1,0.5,1.3,2.0,4.4,4.7,22.0,26.0,1.7,2.7,0.2,1.3,0.38,3.9,1148.8515404529
35.6,9.4,7.0,9.2,26.0,42.4,0.0,0.51,14.0,23.0,0.175,0.02,2.0,18.0,0.105,0.05,0.1,0.32,2.1,2.7,5.0,4.5,1.0,10.0,2.6,1.0,0.1,0.8,1.44,4.4,534.969241297648
16.4,9.4,3.4,3.2,3.2,29.2,0.0,0.51,14.0,34.0,0.175,0.01,2.0,16.0,0.07,0.01,0.1,0.2,0.4,3.3,1.2,1.7,13.0,8.0,4.6,4.6,0.3,1.0,0.12,1.0,119.933645284943
41.6,2.2,4.6,12.8,4.4,22.0,0.0,0.51,14.0,31.0,0.105,0.07,2.0,15.0,0.14,0.01,0.1,0.47,0.3,1.0,1.5,1.9,5.0,24.0,0.6,1.2,0.6,0.5,0.1,1.2,425.772528718946
51.2,5.8,9.4,6.8,6.8,19.6,0.0,0.5,14.0,23.0,0.175,0.01,2.0,9.0,0.175,0.1,0.1,0.42,0.5,1.4,3.3,4.3,5.0,13.0,1.9,3.0,2.7,5.0,0.41,1.6,610.616321368971
11.6,5.8,7.0,24.8,14.0,47.2,0.0,0.5,14.0,23.0,0.035,0.01,2.0,26.0,0.175,0.01,0.1,0.36,1.5,1.2,4.4,4.9,29.0,21.0,1.5,0.2,2.5,5.0,0.46,3.4,242.262306276719
14.0,10.6,5.8,20.0,8.0,43.6,0.0,0.51,14.0,18.0,0.105,0.03,2.0,15.0,0.14,0.07,0.1,0.39,0.9,0.8,4.0,4.4,30.0,22.0,2.4,2.9,3.5,1.0,0.27,2.5,359.491438514558
15.2,9.4,9.4,6.8,12.8,36.4,0.0,0.51,14.0,21.0,0.105,0.1,2.0,10.0,0.175,0.01,0.1,0.39,1.3,2.1,2.3,5.0,12.0,22.0,2.4,2.5,1.3,1.8,0.56,1.6,196.423797825496
47.6,13.0,3.4,8.0,21.2,28.0,0.0,0.5,14.0,17.0,0.035,0.03,2.0,23.0,0.07,0.03,0.1,0.36,1.5,1.9,4.6,2.7,26.0,17.0,1.5,4.3,1.7,2.2,1.26,1.8,696.494346002051
39.2,9.4,11.8,20.0,18.8,22.0,0.0,0.5,14.0,30.0,0.105,0.09,2.0,17.0,0.105,0.1,0.1,0.17,2.2,1.3,4.8,4.3,10.0,30.0,4.8,1.9,1.5,4.4,0.55,3.6,986.157369042637
11.6,2.2,13.0,26.0,11.6,36.4,0.0,0.5,14.0,18.0,0.035,0.01,2.0,12.0,0.07,0.06,0.1,0.29,0.9,1.7,4.8,4.3,27.0,19.0,0.1,1.2,0.8,0.1,0.33,2.4,151.949599327703
9.2,4.6,4.6,5.6,22.4,48.4,0.0,0.51,14.0,15.0,0.14,0.04,2.0,12.0,0.105,0.04,0.1,0.13,2.9,1.8,4.9,4.9,26.0,12.0,0.3,0.8,2.4,0.8,1.25,2.1,79.2231906143525
10.4,13.0,9.4,17.6,14.0,35.2,0.0,0.51,14.0,34.0,0.14,0.09,2.0,35.0,0.07,0.06,0.1,0.18,0.8,2.2,3.5,5.0,2.0,21.0,1.3,2.0,4.9,4.0,0.19,1.1,279.768844354523
20.0,13.0,10.6,11.6,9.2,20.8,0.0,0.5,14.0,30.0,0.07,0.03,2.0,8.0,0.105,0.05,0.1,0.14,0.6,2.7,4.3,3.5,30.0,30.0,0.7,1.8,3.1,3.8,0.15,2.5,422.493349111752
41.6,9.4,3.4,12.8,22.4,31.6,0.0,0.5,14.0,17.0,0.105,0.1,2.0,18.0,0.14,0.02,0.1,0.49,1.7,1.7,4.9,4.4,25.0,4.0,3.8,0.7,3.6,1.6,1.66,3.4,746.305235753975
21.2,8.2,2.2,26.0,21.2,44.8,0.0,0.5,14.0,25.0,0.07,0.07,2.0,29.0,0.14,0.09,0.1,0.36,1.4,2.6,4.0,5.0,11.0,14.0,4.9,4.4,0.7,0.3,0.65,3.5,436.797750578969
14.0,3.4,13.0,24.8,22.4,31.6,0.0,0.51,14.0,20.0,0.07,0.05,2.0,34.0,0.14,0.06,0.1,0.21,1.5,2.7,4.3,4.0,27.0,13.0,3.9,3.1,0.6,3.8,0.43,3.5,231.451423419852
18.8,10.6,4.6,15.2,21.2,28.0,0.0,0.5,14.0,27.0,0.175,0.09,2.0,18.0,0.035,0.01,0.1,0.26,2.2,2.3,4.8,4.6,1.0,1.0,1.3,3.2,1.3,4.5,1.1,1.6,389.849013886442
24.8,10.6,3.4,20.0,23.6,29.2,0.0,0.51,14.0,35.0,0.14,0.01,2.0,25.0,0.175,0.03,0.1,0.38,2.1,4.2,4.0,4.0,1.0,22.0,2.3,4.8,2.7,3.4,0.98,3.3,560.666994204158
29.6,9.4,11.8,4.4,8.0,13.6,0.0,0.51,14.0,29.0,0.07,0.01,2.0,19.0,0.14,0.04,0.1,0.16,0.9,0.8,3.0,4.4,0.0,10.0,4.6,1.9,0.7,4.5,0.71,1.6,293.118107784296
50.0,10.6,4.6,9.2,9.2,44.8,0.0,0.51,14.0,34.0,0.14,0.08,2.0,26.0,0.07,0.01,0.1,0.21,0.7,0.9,3.3,4.1,13.0,19.0,4.1,4.5,4.3,4.5,0.37,2.7,786.037021480081
24.8,3.4,13.0,4.4,21.2,31.6,0.0,0.5,14.0,33.0,0.14,0.07,2.0,9.0,0.175,0.1,0.1,0.41,2.0,2.4,4.5,4.6,26.0,1.0,1.5,0.2,4.9,2.5,0.6,4.0,187.233964697818
34.4,9.4,11.8,14.0,16.4,23.2,0.0,0.51,14.0,13.0,0.105,0.09,2.0,5.0,0.175,0.08,0.1,0.41,0.9,1.7,4.5,1.7,19.0,22.0,4.7,4.8,2.4,0.5,0.63,1.5,744.046641732573
14.0,5.8,13.0,11.6,6.8,25.6,0.0,0.5,14.0,34.0,0.07,0.05,2.0,27.0,0.07,0.07,0.1,0.14,0.4,0.8,3.1,1.9,17.0,10.0,0.8,1.9,2.0,1.4,0.22,1.6,223.900902724013
36.8,9.4,4.6,6.8,21.2,41.2,0.0,0.5,14.0,29.0,0.105,0.06,2.0,22.0,0.035,0.02,0.1,0.5,0.9,1.0,3.6,4.8,21.0,24.0,3.8,3.9,3.2,3.1,0.11,3.5,450.520389689953
10.4,8.2,8.2,10.4,26.0,5.2,0.0,0.51,14.0,30.0,0.105,0.09,2.0,20.0,0.14,0.04,0.1,0.33,2.2,1.7,5.0,3.6,26.0,11.0,1.8,4.1,3.1,0.5,1.4,3.1,186.198185328523
17.6,1.0,2.2,3.2,18.8,34.0,0.0,0.5,14.0,32.0,0.105,0.08,2.0,9.0,0.14,0.01,0.1,0.2,2.4,4.1,4.5,4.2,30.0,1.0,1.1,0.9,1.8,0.1,1.31,3.7,68.6155792485211
32.0,4.6,5.8,23.6,8.0,23.2,0.0,0.51,14.0,25.0,0.105,0.02,2.0,35.0,0.175,0.01,0.1,0.44,1.0,2.2,4.7,3.2,20.0,27.0,0.5,4.7,3.6,1.6,0.1,1.5,587.204598765666
51.2,11.8,11.8,8.0,6.8,49.6,0.0,0.5,14.0,23.0,0.07,0.01,2.0,32.0,0.175,0.1,0.1,0.43,0.6,2.8,3.3,5.0,29.0,10.0,1.1,4.7,2.1,4.4,0.33,2.7,750.246668095629
47.6,8.2,11.8,23.6,24.8,48.4,0.0,0.51,14.0,31.0,0.14,0.08,2.0,35.0,0.035,0.03,0.1,0.19,3.1,0.7,4.2,4.2,28.0,23.0,2.8,2.5,2.1,0.6,0.56,3.5,1121.13825319178
47.6,4.6,9.4,21.2,5.6,4.0,0.0,0.51,14.0,27.0,0.175,0.07,2.0,29.0,0.14,0.01,0.1,0.35,0.5,2.8,2.0,1.9,15.0,4.0,0.5,2.6,0.9,1.3,0.11,1.1,912.589821106261
35.6,2.2,5.8,8.0,12.8,31.6,0.0,0.51,14.0,28.0,0.14,0.03,2.0,35.0,0.105,0.05,0.1,0.12,0.8,1.1,2.8,1.4,5.0,30.0,2.4,1.4,1.2,2.3,0.53,1.2,304.265901542801
33.2,7.0,5.8,26.0,22.4,52.0,0.0,0.5,14.0,32.0,0.14,0.01,2.0,25.0,0.105,0.04,0.1,0.39,1.1,3.1,4.1,4.7,17.0,6.0,4.7,0.5,0.5,3.3,0.12,3.5,747.712387494273
33.2,2.2,3.4,6.8,20.0,40.0,0.0,0.5,14.0,16.0,0.175,0.04,2.0,26.0,0.14,0.07,0.1,0.15,2.5,1.5,5.0,4.3,18.0,24.0,2.3,1.2,0.6,3.8,0.78,2.7,243.514942731599
44.0,10.6,10.6,8.0,4.4,7.6,0.0,0.5,14.0,35.0,0.07,0.06,2.0,18.0,0.105,0.01,0.1,0.22,0.5,3.1,2.5,4.7,1.0,2.0,4.2,0.4,1.5,3.2,0.17,1.3,719.388041065833
