w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,B_mean_leg_left
24.8,11.8,8.2,15.2,17.6,34.0,0.0,0.51,14.0,22.0,0.035,0.01,2.0,29.0,0.175,0.01,0.1,0.42,1.2,1.3,4.3,2.6,14.0,10.0,2.0,4.2,1.1,4.1,0.6,2.5,0.0289680350932011
35.6,1.0,5.8,24.8,8.0,11.2,0.0,0.5,14.0,14.0,0.105,0.05,2.0,25.0,0.105,0.09,0.1,0.18,0.9,1.2,1.4,1.7,7.0,7.0,1.1,1.6,0.8,0.1,0.84,1.3,0.17626876100705
24.8,11.8,8.2,23.6,21.2,12.4,0.0,0.5,14.0,19.0,0.175,0.07,2.0,20.0,0.14,0.07,0.1,0.49,2.3,1.1,4.9,3.1,17.0,24.0,1.7,5.0,1.5,4.5,0.94,2.7,0.0271507864340841
16.4,9.4,8.2,21.2,3.2,17.2,0.0,0.5,14.0,29.0,0.14,0.07,2.0,33.0,0.105,0.1,0.1,0.25,0.2,3.1,1.4,1.7,21.0,17.0,4.5,2.0,1.3,4.2,0.15,1.3,0.0484513246681571
17.6,4.6,11.8,23.6,11.6,31.6,0.0,0.5,14.0,21.0,0.175,0.04,2.0,33.0,0.14,0.07,0.1,0.17,0.8,0.7,3.7,3.3,0.0,29.0,1.3,3.5,1.3,4.6,0.2,2.0,0.0898427831946156
24.8,2.2,8.2,14.0,26.0,26.8,0.0,0.51,14.0,26.0,0.175,0.07,2.0,15.0,0.105,0.04,0.1,0.21,1.3,0.9,4.9,4.6,1.0,24.0,1.4,2.6,1.1,3.4,0.83,4.5,0.115908251934501
38.0,9.4,5.8,4.4,16.4,4.0,0.0,0.5,14.0,34.0,0.14,0.1,2.0,14.0,0.175,0.02,0.1,0.36,1.3,1.4,3.0,4.2,4.0,12.0,3.4,3.9,3.2,2.1,0.57,2.2,0.0214446140175156
18.8,5.8,11.8,24.8,4.4,4.0,0.0,0.5,14.0,35.0,0.175,0.1,2.0,29.0,0.14,0.01,0.1,0.5,0.5,1.1,2.7,2.1,7.0,3.0,2.7,3.7,3.2,0.1,0.38,1.4,0.0728685697309835
35.6,7.0,5.8,22.4,6.8,19.6,0.0,0.5,14.0,12.0,0.105,0.06,2.0,27.0,0.07,0.03,0.1,0.08,0.9,0.8,3.4,4.9,5.0,6.0,1.3,2.7,2.3,2.3,0.27,2.9,0.0352049461856551
39.2,10.6,5.8,24.8,3.2,28.0,0.0,0.51,14.0,34.0,0.105,0.04,2.0,28.0,0.105,0.1,0.1,0.2,0.2,1.6,2.1,2.3,29.0,10.0,2.8,3.5,1.5,2.9,0.13,1.0,0.021063878250733
18.8,7.0,11.8,2.0,5.6,11.2,0.0,0.5,14.0,20.0,0.14,0.06,2.0,17.0,0.14,0.01,0.1,0.26,0.7,2.7,3.3,4.6,24.0,30.0,4.1,0.7,2.7,0.7,0.27,1.8,0.0679598079019968
27.2,7.0,8.2,15.2,5.6,17.2,0.0,0.5,14.0,19.0,0.14,0.08,2.0,10.0,0.105,0.06,0.1,0.37,0.3,1.2,2.5,3.1,19.0,30.0,1.7,3.5,1.5,2.4,0.17,1.1,0.041673770944784
36.8,2.2,5.8,4.4,14.0,13.6,0.0,0.5,14.0,15.0,0.105,0.07,2.0,12.0,0.14,0.08,0.1,0.4,1.6,1.2,2.5,2.3,2.0,25.0,1.9,2.6,3.8,3.5,0.36,2.2,0.0886244461234472
26.0,9.4,8.2,5.6,20.0,18.4,0.0,0.5,14.0,21.0,0.07,0.05,2.0,34.0,0.105,0.02,0.1,0.26,1.2,1.6,3.6,4.3,10.0,12.0,0.6,0.5,1.4,1.4,0.84,2.5,0.0309060109426243
16.4,9.4,13.0,15.2,21.2,47.2,0.0,0.5,14.0,24.0,0.14,0.06,2.0,18.0,0.07,0.06,0.1,0.17,2.0,3.0,4.9,4.0,18.0,18.0,1.9,1.0,2.1,1.7,1.5,2.4,0.0496761014168717
26.0,5.8,8.2,14.0,14.0,7.6,0.0,0.5,14.0,34.0,0.14,0.03,2.0,29.0,0.07,0.01,0.1,0.06,1.3,4.3,4.3,3.8,15.0,9.0,0.1,3.4,3.0,3.5,0.51,3.6,0.0532006135725318
26.0,5.8,8.2,14.0,14.0,7.6,0.0,0.5,14.0,34.0,0.14,0.03,2.0,29.0,0.07,0.01,0.1,0.06,1.3,4.3,4.3,3.8,15.0,9.0,0.1,3.4,3.0,3.5,0.51,3.6,0.0532006135725318
26.0,5.8,8.2,14.0,14.0,7.6,0.0,0.5,14.0,34.0,0.14,0.03,2.0,29.0,0.07,0.01,0.1,0.06,1.3,4.3,4.3,3.8,15.0,9.0,0.1,3.4,3.0,3.5,0.51,3.6,0.0532006135725318
27.2,2.2,8.2,14.0,6.8,30.4,0.0,0.5,14.0,11.0,0.14,0.03,2.0,26.0,0.105,0.02,0.1,0.16,0.8,0.2,4.2,4.7,10.0,27.0,5.0,2.3,1.2,4.4,0.15,1.9,0.121145520992546
16.4,8.2,13.0,24.8,24.8,29.2,0.0,0.51,14.0,28.0,0.175,0.02,2.0,10.0,0.105,0.06,0.1,0.3,1.4,1.3,4.9,3.4,7.0,15.0,4.1,3.7,0.9,3.4,0.56,3.1,0.0550397791643695
45.2,7.0,4.6,15.2,18.8,40.0,0.0,0.5,14.0,31.0,0.07,0.05,2.0,7.0,0.14,0.05,0.1,0.19,1.4,2.5,3.5,3.9,3.0,26.0,2.5,3.4,2.6,3.1,1.2,2.3,0.0250402397788641
16.4,3.4,13.0,21.2,10.4,49.6,0.0,0.51,14.0,32.0,0.105,0.08,2.0,33.0,0.14,0.09,0.1,0.39,0.5,2.9,2.9,2.5,13.0,23.0,2.5,2.5,4.4,0.6,0.4,2.3,0.120128707489515
22.4,10.6,9.4,26.0,26.0,22.0,0.0,0.5,14.0,14.0,0.14,0.03,2.0,24.0,0.07,0.03,0.1,0.34,3.1,0.7,4.9,4.6,16.0,28.0,4.3,3.1,0.7,4.6,0.37,3.7,0.0350299479310218
20.0,10.6,10.6,18.8,15.2,23.2,0.0,0.5,14.0,28.0,0.07,0.03,2.0,12.0,0.14,0.02,0.1,0.37,1.3,1.6,4.9,4.3,2.0,5.0,2.1,2.1,2.5,3.9,0.13,3.5,0.0381974159803402
45.2,7.0,4.6,22.4,9.2,14.8,0.0,0.51,14.0,18.0,0.105,0.07,2.0,9.0,0.07,0.05,0.1,0.14,1.0,1.5,2.4,4.4,10.0,0.0,1.8,0.6,4.5,1.3,0.13,1.2,0.0273376688536402
47.6,9.4,4.6,23.6,14.0,50.8,0.0,0.5,14.0,17.0,0.07,0.03,2.0,15.0,0.07,0.01,0.1,0.45,0.9,1.2,4.0,3.7,11.0,4.0,3.6,0.7,4.2,4.4,0.19,3.3,0.0178816355392185
16.4,11.8,13.0,10.4,14.0,8.8,0.0,0.5,14.0,25.0,0.07,0.02,2.0,22.0,0.105,0.05,0.1,0.33,0.6,3.2,3.4,4.0,0.0,1.0,2.7,1.3,3.3,4.2,0.27,3.0,0.0391643119104437
16.4,11.8,13.0,10.4,14.0,8.8,0.0,0.5,14.0,25.0,0.07,0.02,2.0,22.0,0.105,0.05,0.1,0.33,0.6,3.2,3.4,4.0,0.0,1.0,2.7,1.3,3.3,4.2,0.27,3.0,0.0391643119104437
16.4,11.8,13.0,10.4,14.0,8.8,0.0,0.5,14.0,25.0,0.07,0.02,2.0,22.0,0.105,0.05,0.1,0.33,0.6,3.2,3.4,4.0,0.0,1.0,2.7,1.3,3.3,4.2,0.27,3.0,0.0391643119104437
35.6,7.0,8.2,9.2,16.4,16.0,0.0,0.51,14.0,28.0,0.105,0.05,2.0,28.0,0.175,0.05,0.1,0.27,0.8,0.9,5.0,4.9,20.0,19.0,1.6,4.7,0.4,1.4,0.28,3.9,0.0434634425591407
47.6,4.6,4.6,26.0,10.4,28.0,0.0,0.5,14.0,33.0,0.14,0.08,2.0,21.0,0.14,0.03,0.1,0.43,0.5,3.4,4.7,4.8,12.0,5.0,2.3,3.2,1.5,0.5,0.4,3.4,0.036324131520149
46.4,9.4,4.6,20.0,17.6,37.6,0.0,0.5,14.0,33.0,0.14,0.03,2.0,16.0,0.105,0.02,0.1,0.23,2.0,2.3,4.3,4.9,16.0,26.0,0.7,1.4,1.5,2.2,0.96,2.9,0.0195195735777632
16.4,13.0,13.0,18.8,14.0,14.8,0.0,0.51,14.0,35.0,0.175,0.04,2.0,11.0,0.035,0.01,0.1,0.11,1.5,4.4,3.8,4.4,29.0,22.0,3.2,3.0,2.3,3.0,1.07,3.4,0.0396036566843584
30.8,11.8,7.0,9.2,20.0,25.6,0.0,0.51,14.0,34.0,0.07,0.02,2.0,22.0,0.07,0.06,0.1,0.1,2.6,4.2,4.6,5.0,20.0,20.0,3.8,0.3,0.1,4.5,0.56,3.4,0.0243310022672896
36.8,13.0,5.8,12.8,21.2,17.2,0.0,0.5,14.0,32.0,0.105,0.1,2.0,31.0,0.07,0.06,0.1,0.23,2.1,2.3,4.4,3.8,16.0,23.0,4.9,0.1,4.7,2.2,0.95,3.7,0.01764986567435
36.8,8.2,5.8,5.6,23.6,24.4,0.0,0.51,14.0,29.0,0.175,0.06,2.0,31.0,0.105,0.06,0.1,0.2,2.9,1.7,4.8,4.3,24.0,26.0,4.4,1.9,0.4,3.0,0.54,4.0,0.0288525995822188
23.6,10.6,9.4,21.2,6.8,47.2,0.0,0.51,14.0,20.0,0.105,0.09,2.0,31.0,0.105,0.04,0.1,0.4,0.7,2.4,4.5,2.0,24.0,24.0,4.1,4.1,4.5,1.3,0.36,1.4,0.035619613848091
35.6,1.0,5.8,15.2,9.2,10.0,0.0,0.51,14.0,31.0,0.105,0.04,2.0,21.0,0.14,0.07,0.1,0.38,0.9,2.8,2.7,3.6,25.0,23.0,2.2,3.2,0.2,4.0,0.49,2.2,0.168584394862201
36.8,11.8,5.8,20.0,18.8,17.2,0.0,0.51,14.0,27.0,0.105,0.05,2.0,20.0,0.105,0.01,0.1,0.14,0.8,2.8,4.1,3.1,10.0,12.0,1.8,4.3,2.5,2.4,0.77,2.9,0.0180035313759435
30.8,9.4,7.0,26.0,14.0,24.4,0.0,0.5,14.0,24.0,0.035,0.02,2.0,26.0,0.105,0.06,0.1,0.14,1.4,0.5,4.1,3.8,5.0,3.0,2.9,3.2,0.3,5.0,0.49,1.5,0.0308247115189377
22.4,11.8,9.4,24.8,18.8,4.0,0.0,0.51,14.0,23.0,0.07,0.03,2.0,25.0,0.105,0.07,0.1,0.41,1.0,2.8,4.8,4.2,25.0,4.0,2.9,1.6,1.7,4.3,0.94,1.4,0.0303013729792065
22.4,11.8,9.4,24.8,18.8,4.0,0.0,0.51,14.0,23.0,0.07,0.03,2.0,25.0,0.105,0.07,0.1,0.41,1.0,2.8,4.8,4.2,25.0,4.0,2.9,1.6,1.7,4.3,0.94,1.4,0.0303013729792065
22.4,11.8,9.4,24.8,18.8,4.0,0.0,0.51,14.0,23.0,0.07,0.03,2.0,25.0,0.105,0.07,0.1,0.41,1.0,2.8,4.8,4.2,25.0,4.0,2.9,1.6,1.7,4.3,0.94,1.4,0.0303013729792065
21.2,13.0,10.6,26.0,3.2,22.0,0.0,0.51,14.0,13.0,0.175,0.09,2.0,34.0,0.14,0.07,0.1,0.26,0.3,0.7,1.5,2.7,8.0,2.0,3.0,3.4,4.7,4.9,0.16,1.0,0.0321948135376093
21.2,13.0,10.6,26.0,3.2,22.0,0.0,0.51,14.0,13.0,0.175,0.09,2.0,34.0,0.14,0.07,0.1,0.26,0.3,0.7,1.5,2.7,8.0,2.0,3.0,3.4,4.7,4.9,0.16,1.0,0.0321948135376093
21.2,13.0,10.6,26.0,3.2,22.0,0.0,0.51,14.0,13.0,0.175,0.09,2.0,34.0,0.14,0.07,0.1,0.26,0.3,0.7,1.5,2.7,8.0,2.0,3.0,3.4,4.7,4.9,0.16,1.0,0.0321948135376093
38.0,5.8,5.8,6.8,16.4,18.4,0.0,0.5,14.0,26.0,0.175,0.03,2.0,18.0,0.14,0.04,0.1,0.19,1.1,2.8,3.6,2.4,7.0,18.0,0.7,0.4,1.8,3.0,0.99,1.7,0.0346974644857927
32.0,3.4,7.0,3.2,16.4,17.2,0.0,0.51,14.0,34.0,0.105,0.05,2.0,14.0,0.105,0.05,0.1,0.5,2.2,3.2,3.1,4.4,3.0,29.0,4.9,4.2,4.8,3.6,0.18,2.1,0.0771090893290559
47.6,8.2,4.6,15.2,10.4,20.8,0.0,0.5,14.0,22.0,0.105,0.09,2.0,9.0,0.07,0.05,0.1,0.2,1.3,2.1,2.6,4.6,30.0,20.0,3.7,2.9,1.7,5.0,0.17,2.1,0.0221701233524464
20.0,9.4,10.6,11.6,26.0,19.6,0.0,0.5,14.0,15.0,0.07,0.05,2.0,24.0,0.035,0.01,0.1,0.08,2.2,1.2,5.0,5.0,11.0,19.0,4.9,4.9,2.7,0.7,0.21,3.3,0.042726811528462
26.0,7.0,8.2,18.8,11.6,12.4,0.0,0.5,14.0,12.0,0.14,0.08,2.0,17.0,0.07,0.01,0.1,0.36,1.2,1.2,2.2,3.0,28.0,12.0,1.7,1.2,4.1,2.4,0.45,1.5,0.0445640372542841
30.8,7.0,7.0,18.8,12.8,5.2,0.0,0.5,14.0,15.0,0.105,0.03,2.0,18.0,0.175,0.03,0.1,0.33,1.5,1.8,3.7,4.5,13.0,24.0,3.2,3.3,3.9,3.6,0.5,2.8,0.0388805842103889
46.4,3.4,4.6,6.8,6.8,24.4,0.0,0.51,14.0,18.0,0.105,0.01,2.0,8.0,0.105,0.04,0.1,0.21,0.4,0.8,4.8,2.0,30.0,16.0,3.0,2.5,4.2,3.7,0.15,1.5,0.0514601241589472
28.4,1.0,7.0,12.8,10.4,49.6,0.0,0.51,14.0,11.0,0.14,0.01,2.0,31.0,0.105,0.02,0.1,0.4,1.0,0.9,2.4,3.1,20.0,22.0,3.4,1.4,0.4,2.4,0.5,2.3,0.183637940066665
38.0,5.8,5.8,20.0,3.2,53.2,0.0,0.5,14.0,24.0,0.14,0.07,2.0,9.0,0.07,0.07,0.1,0.11,0.2,1.4,1.5,4.8,12.0,21.0,3.6,2.3,2.8,3.8,0.11,1.1,0.0388769686165424
30.8,11.8,7.0,12.8,21.2,53.2,0.0,0.51,14.0,15.0,0.105,0.02,2.0,17.0,0.14,0.07,0.1,0.2,1.8,1.9,4.2,2.5,0.0,28.0,0.7,0.2,4.9,2.6,0.8,2.4,0.0189926701292475
38.0,10.6,5.8,21.2,12.8,14.8,0.0,0.5,14.0,23.0,0.035,0.02,2.0,34.0,0.105,0.03,0.1,0.37,1.3,2.9,4.2,5.0,3.0,1.0,1.8,4.0,3.5,1.5,0.56,1.0,0.02214082987006
20.0,8.2,10.6,18.8,12.8,36.4,0.0,0.51,14.0,7.0,0.175,0.04,2.0,26.0,0.105,0.06,0.1,0.48,1.5,0.9,3.3,2.8,28.0,2.0,2.7,0.5,3.1,4.9,0.47,2.7,0.0468672633447602
39.2,4.6,5.8,18.8,26.0,13.6,0.0,0.51,14.0,27.0,0.105,0.03,2.0,10.0,0.07,0.06,0.1,0.13,2.9,3.0,4.7,4.0,7.0,16.0,4.2,1.9,1.2,1.8,0.34,3.9,0.0446419255275967
48.8,4.6,4.6,14.0,16.4,8.8,0.0,0.5,14.0,27.0,0.175,0.05,2.0,23.0,0.14,0.02,0.1,0.26,1.4,1.8,4.2,4.5,27.0,30.0,1.6,3.4,0.3,2.1,1.23,1.7,0.0354417445518385
30.8,9.4,7.0,21.2,12.8,23.2,0.0,0.51,14.0,34.0,0.07,0.01,2.0,9.0,0.175,0.09,0.1,0.22,1.6,2.0,4.3,2.0,2.0,19.0,4.7,0.1,1.2,2.7,0.23,1.9,0.0308417565818641
20.0,8.2,10.6,4.4,20.0,38.8,0.0,0.51,14.0,20.0,0.14,0.04,2.0,18.0,0.07,0.01,0.1,0.29,1.1,2.6,4.2,3.8,22.0,18.0,0.7,2.7,1.2,2.0,0.8,2.1,0.0357995478392441
20.0,8.2,10.6,4.4,20.0,38.8,0.0,0.51,14.0,20.0,0.14,0.04,2.0,18.0,0.07,0.01,0.1,0.29,1.1,2.6,4.2,3.8,22.0,18.0,0.7,2.7,1.2,2.0,0.8,2.1,0.0357995478392441
20.0,8.2,10.6,4.4,20.0,38.8,0.0,0.51,14.0,20.0,0.14,0.04,2.0,18.0,0.07,0.01,0.1,0.29,1.1,2.6,4.2,3.8,22.0,18.0,0.7,2.7,1.2,2.0,0.8,2.1,0.0357995478392441
29.6,7.0,8.2,6.8,3.2,12.4,0.0,0.51,14.0,29.0,0.175,0.1,2.0,19.0,0.035,0.01,0.1,0.41,0.4,0.4,2.0,3.4,16.0,9.0,1.4,3.4,4.4,5.0,0.13,1.0,0.0422096040866414
29.6,7.0,8.2,6.8,3.2,12.4,0.0,0.51,14.0,29.0,0.175,0.1,2.0,19.0,0.035,0.01,0.1,0.41,0.4,0.4,2.0,3.4,16.0,9.0,1.4,3.4,4.4,5.0,0.13,1.0,0.0422096040866414
29.6,7.0,8.2,6.8,3.2,12.4,0.0,0.51,14.0,29.0,0.175,0.1,2.0,19.0,0.035,0.01,0.1,0.41,0.4,0.4,2.0,3.4,16.0,9.0,1.4,3.4,4.4,5.0,0.13,1.0,0.0422096040866414
24.8,7.0,9.4,8.0,3.2,13.6,0.0,0.5,14.0,21.0,0.14,0.02,2.0,17.0,0.14,0.01,0.1,0.15,0.3,2.1,1.5,3.5,1.0,12.0,1.8,1.0,0.8,1.2,0.29,1.3,0.0516663499004592
38.0,2.2,5.8,23.6,10.4,20.8,0.0,0.51,14.0,25.0,0.105,0.01,2.0,13.0,0.175,0.07,0.1,0.23,0.9,3.3,2.1,2.2,21.0,8.0,3.9,4.5,3.1,0.9,0.54,1.2,0.089057173317476
36.8,4.6,5.8,20.0,11.6,23.2,0.0,0.51,14.0,18.0,0.07,0.04,2.0,24.0,0.14,0.06,0.1,0.17,0.7,2.3,3.8,3.2,18.0,2.0,1.3,0.1,4.1,3.9,0.27,1.8,0.0483171177253436
35.6,13.0,7.0,4.4,4.4,18.4,0.0,0.51,14.0,35.0,0.175,0.06,2.0,16.0,0.14,0.04,0.1,0.39,0.3,4.7,2.0,1.5,25.0,11.0,4.0,1.6,0.6,5.0,0.28,1.3,0.0177209234121723
34.4,5.8,7.0,14.0,5.6,23.2,0.0,0.5,14.0,32.0,0.07,0.03,2.0,26.0,0.175,0.09,0.1,0.36,0.6,4.4,2.5,2.9,14.0,22.0,3.8,2.0,2.1,2.5,0.22,1.3,0.040912836855941
50.0,4.6,4.6,5.6,6.8,46.0,0.0,0.5,14.0,30.0,0.105,0.07,2.0,10.0,0.105,0.05,0.1,0.45,0.7,3.2,2.5,4.6,4.0,2.0,3.8,1.6,3.0,3.5,0.35,2.3,0.0304575062376231
17.6,9.4,13.0,21.2,6.8,31.6,0.0,0.5,14.0,32.0,0.07,0.07,2.0,22.0,0.14,0.06,0.1,0.28,0.8,0.8,2.8,4.5,13.0,8.0,2.6,3.6,1.0,2.8,0.62,2.7,0.0461209545100024
24.8,13.0,9.4,21.2,4.4,42.4,0.0,0.5,14.0,27.0,0.035,0.02,2.0,10.0,0.105,0.1,0.1,0.38,0.5,0.5,2.4,1.5,22.0,13.0,4.4,3.5,1.4,3.3,0.34,1.0,0.028008328845681
27.2,10.6,8.2,15.2,11.6,26.8,0.0,0.51,14.0,34.0,0.14,0.04,2.0,18.0,0.14,0.04,0.1,0.24,0.8,2.1,3.3,2.1,16.0,19.0,2.7,2.4,1.0,2.7,0.64,1.1,0.0272197856812654
23.6,10.6,9.4,16.4,23.6,36.4,0.0,0.5,14.0,33.0,0.035,0.03,2.0,15.0,0.175,0.08,0.1,0.34,2.2,1.1,4.1,4.2,25.0,7.0,4.2,3.3,3.1,2.8,0.69,3.0,0.0259138438291795
21.2,7.0,11.8,4.4,3.2,36.4,0.0,0.51,14.0,35.0,0.07,0.03,2.0,8.0,0.175,0.08,0.1,0.24,0.3,0.2,1.5,2.4,14.0,19.0,0.8,4.5,4.4,2.1,0.16,1.3,0.0567228166589026
17.6,11.8,13.0,22.4,3.2,13.6,0.0,0.5,14.0,25.0,0.14,0.08,2.0,31.0,0.035,0.02,0.1,0.04,0.2,2.1,1.8,4.0,29.0,1.0,4.4,4.9,0.5,1.8,0.17,1.3,0.0428721834808701
33.2,7.0,7.0,20.0,18.8,10.0,0.0,0.51,14.0,33.0,0.07,0.06,2.0,16.0,0.105,0.08,0.1,0.5,1.5,2.7,4.3,3.3,0.0,4.0,3.5,4.3,2.3,2.1,1.36,1.6,0.0291965511266319
33.2,7.0,7.0,20.0,18.8,10.0,0.0,0.51,14.0,33.0,0.07,0.06,2.0,16.0,0.105,0.08,0.1,0.5,1.5,2.7,4.3,3.3,0.0,4.0,3.5,4.3,2.3,2.1,1.36,1.6,0.0291965511266319
33.2,7.0,7.0,20.0,18.8,10.0,0.0,0.51,14.0,33.0,0.07,0.06,2.0,16.0,0.105,0.08,0.1,0.5,1.5,2.7,4.3,3.3,0.0,4.0,3.5,4.3,2.3,2.1,1.36,1.6,0.0291965511266319
26.0,10.6,8.2,24.8,21.2,43.6,0.0,0.5,14.0,32.0,0.07,0.03,2.0,17.0,0.07,0.02,0.1,0.28,1.0,0.7,4.6,4.3,2.0,8.0,1.9,3.3,2.8,2.3,0.51,3.7,0.0276154617173223
21.2,10.6,10.6,22.4,4.4,44.8,0.0,0.5,14.0,15.0,0.105,0.02,2.0,27.0,0.14,0.08,0.1,0.29,0.5,0.6,3.2,3.5,19.0,6.0,1.6,4.5,2.5,4.8,0.23,1.0,0.0378044465647694
23.6,11.8,9.4,26.0,11.6,13.6,0.0,0.5,14.0,16.0,0.14,0.1,2.0,33.0,0.14,0.01,0.1,0.16,1.0,1.3,4.3,3.3,1.0,0.0,0.7,3.9,4.4,1.1,0.24,2.3,0.027675143308109
27.2,3.4,8.2,8.0,21.2,32.8,0.0,0.5,14.0,23.0,0.105,0.03,2.0,25.0,0.105,0.06,0.1,0.15,2.2,0.6,4.6,4.5,24.0,18.0,3.5,1.3,3.3,4.0,0.21,2.6,0.0791717666399671
23.6,8.2,10.6,15.2,4.4,34.0,0.0,0.51,14.0,29.0,0.175,0.03,2.0,17.0,0.14,0.03,0.1,0.34,0.5,2.9,1.4,4.9,12.0,18.0,4.1,4.8,1.7,3.0,0.13,1.0,0.0407288570228944
46.4,8.2,4.6,26.0,17.6,23.2,0.0,0.5,14.0,23.0,0.105,0.03,2.0,24.0,0.105,0.09,0.1,0.47,0.9,1.5,4.8,4.0,30.0,18.0,1.4,1.4,0.8,1.1,0.38,3.0,0.0211299501108476
24.8,7.0,9.4,20.0,16.4,5.2,0.0,0.5,14.0,24.0,0.105,0.05,2.0,33.0,0.035,0.02,0.1,0.15,2.2,2.5,4.1,5.0,18.0,17.0,1.6,3.9,4.1,0.2,0.38,3.2,0.0479851353465681
21.2,13.0,10.6,10.4,10.4,16.0,0.0,0.51,14.0,33.0,0.07,0.03,2.0,12.0,0.14,0.06,0.1,0.21,0.9,4.1,4.6,5.0,0.0,4.0,2.2,2.2,3.1,4.4,0.19,1.8,0.0299675675332835
32.0,4.6,7.0,26.0,12.8,53.2,0.0,0.51,14.0,26.0,0.105,0.01,2.0,28.0,0.105,0.1,0.1,0.47,1.1,3.5,4.1,1.8,24.0,23.0,0.5,1.1,0.8,1.5,0.11,1.6,0.0539415891224641
23.6,9.4,9.4,20.0,23.6,20.8,0.0,0.51,14.0,29.0,0.175,0.03,2.0,7.0,0.175,0.03,0.1,0.42,1.6,0.4,4.6,3.8,10.0,24.0,0.7,3.4,0.4,2.1,0.23,2.9,0.0342037235609199
47.6,11.8,4.6,24.8,16.4,38.8,0.0,0.5,14.0,35.0,0.07,0.02,2.0,23.0,0.07,0.04,0.1,0.49,1.6,0.7,4.0,4.2,21.0,4.0,0.2,4.6,4.8,3.1,0.64,1.4,0.0159341298252688
27.2,13.0,8.2,5.6,14.0,31.6,0.0,0.5,14.0,22.0,0.105,0.09,2.0,5.0,0.14,0.09,0.1,0.33,1.0,1.9,4.6,3.2,17.0,0.0,2.6,1.2,5.0,2.8,0.7,1.6,0.0237139027838351
16.4,10.6,13.0,16.4,24.8,28.0,0.0,0.51,14.0,6.0,0.14,0.1,2.0,26.0,0.105,0.08,0.1,0.42,1.3,0.7,4.1,5.0,18.0,1.0,0.3,4.3,4.6,1.5,0.52,3.7,0.0418102815346183
22.4,4.6,10.6,16.4,4.4,12.4,0.0,0.5,14.0,32.0,0.035,0.03,2.0,34.0,0.07,0.07,0.1,0.49,0.2,4.2,2.4,3.0,0.0,26.0,0.9,4.8,2.6,3.6,0.13,1.8,0.0828067308788079
33.2,9.4,7.0,23.6,17.6,5.2,0.0,0.51,14.0,23.0,0.035,0.03,2.0,9.0,0.035,0.02,0.1,0.15,1.2,1.8,4.4,3.6,12.0,18.0,0.7,1.8,1.0,0.8,0.38,1.9,0.0192920313897016
27.2,5.8,9.4,2.0,3.2,24.4,0.0,0.51,14.0,5.0,0.175,0.08,2.0,20.0,0.14,0.05,0.1,0.21,0.2,0.3,1.2,1.2,19.0,23.0,4.8,2.1,0.4,5.0,0.12,1.1,0.0274428128257561
48.8,8.2,4.6,6.8,21.2,50.8,0.0,0.5,14.0,8.0,0.14,0.08,2.0,15.0,0.14,0.07,0.1,0.26,2.6,0.5,4.5,4.3,3.0,27.0,0.8,0.2,0.6,3.0,0.49,2.4,0.0219894832099218
24.8,4.6,10.6,14.0,26.0,5.2,0.0,0.51,14.0,10.0,0.105,0.06,2.0,28.0,0.035,0.03,0.1,0.37,1.8,1.1,4.8,4.4,9.0,6.0,2.0,0.1,4.1,1.3,0.58,4.2,0.0002250982792528
35.6,13.0,7.0,22.4,9.2,11.2,0.0,0.51,14.0,12.0,0.175,0.05,2.0,9.0,0.07,0.06,0.1,0.45,0.6,0.5,5.0,4.1,29.0,21.0,1.6,4.1,3.1,2.5,0.48,1.9,0.0183862124975838
35.6,13.0,7.0,22.4,9.2,11.2,0.0,0.51,14.0,12.0,0.175,0.05,2.0,9.0,0.07,0.06,0.1,0.45,0.6,0.5,5.0,4.1,29.0,21.0,1.6,4.1,3.1,2.5,0.48,1.9,0.0183862124975838
35.6,13.0,7.0,22.4,9.2,11.2,0.0,0.51,14.0,12.0,0.175,0.05,2.0,9.0,0.07,0.06,0.1,0.45,0.6,0.5,5.0,4.1,29.0,21.0,1.6,4.1,3.1,2.5,0.48,1.9,0.0183862124975838
50.0,13.0,4.6,12.8,24.8,20.8,0.0,0.51,14.0,35.0,0.175,0.05,2.0,35.0,0.07,0.07,0.1,0.41,2.9,3.7,4.8,4.7,6.0,30.0,2.2,0.5,3.9,4.0,1.24,3.7,0.0123271979079373
32.0,3.4,7.0,23.6,22.4,50.8,0.0,0.5,14.0,13.0,0.07,0.06,2.0,30.0,0.175,0.05,0.1,0.37,2.3,1.2,4.7,3.8,23.0,0.0,4.6,0.9,0.8,1.1,0.77,3.5,0.0579014372177552
17.6,10.6,13.0,3.2,10.4,11.2,0.0,0.51,14.0,25.0,0.105,0.08,2.0,13.0,0.07,0.06,0.1,0.34,1.2,2.1,2.7,2.9,23.0,8.0,2.3,0.6,2.7,0.1,0.49,1.2,0.0411847733405237
27.2,3.4,8.2,18.8,6.8,11.2,0.0,0.51,14.0,14.0,0.105,0.02,2.0,25.0,0.105,0.05,0.1,0.13,0.4,0.4,3.1,2.1,26.0,29.0,1.6,2.2,2.8,4.4,0.13,1.6,0.081842454150002
